		188146
1034536	243943	26
1034537	153083	2
1034538	222840	9
1034538	262575	17
1034539	192655	21
1034539	263278	12
1034540	188255	12
1034540	217054	5
1034540	225664	1
1034541	187530	21
1034542	237008	1
1034547	248392	8
1034548	225793	9
1034548	230323	2
1034549	185629	137
1034549	205235	17
1034550	190629	29
1034550	209028	1
1034552	160279	10
1034552	182781	6
1034553	159888	2
1034553	184344	6
1034556	225923	5
1034557	215033	8
1034558	189132	27
1034559	160528	4
1034560	199065	4
1034560	210016	6
1034560	218129	216
1034561	213970	14
1034564	246665	30
1034566	218574	7
1034568	160771	8
1034569	218975	7
1034570	191723	31
1034570	193908	16
1034573	198887	72
1034573	223206	14
1034574	190940	2
1034577	201779	18
1034577	220134	7
1034579	152441	25
1034579	190141	2
1034581	208418	14
1034582	183473	23
1034582	203318	3
1034583	181775	2
1034583	196421	10
1034583	214713	5
1034583	252306	11
1034584	188707	72
1034584	205844	38
1034585	242970	30
1034586	226605	5
1034586	240968	1
1034587	219921	1
1034587	241923	8
1034589	226348	11
1034593	190148	37
1034594	237590	14
1034595	228062	10
1034596	219711	8
1034597	185243	59
1034597	197924	3
1034598	161058	10
1034598	210142	7
1034598	240045	6
1034600	238253	54
1034600	241422	12
1034600	243740	7
1034602	192916	38
1034603	211681	6
1034604	212511	2
1034605	192486	23
1034605	219502	2
1034605	222219	6
1034606	202490	21
1034606	236198	18
1034607	199314	4
1034608	161822	78
1034608	215235	9
1034609	201652	10
1034610	204169	57
1034610	223566	11
1034611	216856	7
1034612	242366	20
1034616	221778	12
1034617	181917	14
1034617	185838	38
1034617	193796	4
1034617	239547	54
1034618	219244	13
1034620	194949	20
1034620	213519	42
1034620	247096	8
1034621	195796	9
1034622	245783	3
1034625	227269	5
1034628	191999	39
1034630	183112	25
1034630	203198	3
1034630	203764	1
1034633	238174	1
1034634	188290	38
1034635	236473	17
1034636	225949	7
1034636	236753	26
1034637	223823	10
1034637	239064	45
1034638	152885	3
1034638	200735	38
1034638	201524	14
1034638	243200	4
1034639	209271	46
1034640	184856	14
1034641	225914	2
1034641	247599	11
1034642	200329	2
1034644	241006	22
1034645	184321	4
1034645	247115	1
1034647	216754	33
1034648	204984	16
1034649	228568	9
1034650	182059	2
1034650	220719	16
1034651	151715	19
1034651	197356	107
1034651	242776	2
1034652	186118	17
1034653	197686	39
1034653	238922	1
1034654	160029	4
1034654	186481	50
1034655	199570	10
1034655	208587	6
1034656	186845	14
1034656	214051	25
1034657	161338	1
1034659	187211	38
1034659	226628	1
1034660	245612	3
1034661	187575	42
1034661	187937	55
1034661	238119	80
1034663	224082	12
1034663	237051	16
1034664	191231	34
1034664	193684	12
1034666	227132	3
1034666	241018	14
1034669	212432	25
1034671	190675	18
1034671	227813	3
1034673	190189	28
1034673	201538	3
1034673	210403	11
1034674	262402	1
1034675	189175	9
1034677	195681	10
1034677	203077	2
1034677	248414	3
1034678	213067	4
1034679	182751	5
1034679	199698	1
1034679	200704	23
1034679	243488	19
1034680	185601	44
1034680	196230	6
1034681	197843	14
1034681	229992	5
1034684	152506	18
1034684	198749	3
1034686	195228	62
1034687	192269	23
1034690	224341	6
1034690	235953	36
1034690	237342	35
1034693	160775	2
1034695	204867	9
1034696	228416	3
1034696	241994	7
1034698	160656	3
1034698	202247	33
1034700	218593	8
1034701	211932	20
1034702	191517	35
1034702	215156	5
1034702	216600	18
1034703	160536	2
1034703	199826	2
1034704	197406	1
1034704	201410	14
1034705	196714	88
1034705	203925	25
1034706	190583	8
1034708	183444	3
1034708	217573	99
1034709	244692	38
1034710	160411	5
1034711	215149	3
1034712	220373	2
1034712	263302	2
1034713	153244	1
1034715	240119	1
1034716	224601	8
1034716	237660	9
1034716	243777	21
1034718	160285	2
1034719	152716	90
1034719	219944	2
1034719	228343	4
1034721	226934	9
1034722	237984	19
1034723	184651	24
1034724	216969	1
1034725	202956	1
1034726	199953	11
1034726	210650	1
1034726	219518	4
1034728	152132	74
1034728	182390	45
1034728	229647	7
1034729	195806	24
1034729	209516	31
1034729	211622	3
1034731	201282	11
1034731	236499	8
1034733	189697	79
1034733	210612	11
1034734	194681	4
1034734	212353	13
1034735	218999	4
1034735	262749	4
1034737	184136	11
1034739	226396	4
1034739	245267	5
1034741	190491	4
1034741	204750	5
1034742	214850	12
1034742	224859	6
1034745	192539	24
1034747	244027	70
1034748	191006	31
1034749	191535	21
1034749	229322	3
1034750	212334	6
1034750	247112	1
1034751	192952	7
1034751	214132	8
1034752	229050	9
1034753	239122	5
1034756	222192	18
1034757	216446	19
1034757	243235	4
1034760	151778	1
1034761	208386	1
1034761	222249	2
1034761	247352	20
1034762	214504	8
1034764	197762	34
1034764	228195	1
1034764	238329	14
1034766	221986	5
1034767	184826	8
1034767	263031	7
1034769	192051	10
1034769	201296	8
1034769	225119	16
1034769	242832	10
1034771	247593	1
1034772	202835	6
1034772	213149	22
1034772	246400	3
1034773	186163	16
1034774	226408	1
1034777	182032	6
1034777	186892	15
1034777	221779	14
1034777	226737	1
1034778	227464	12
1034778	236371	9
1034779	222434	13
1034779	245092	1
1034780	237857	92
1034782	187620	13
1034785	237094	6
1034786	183774	27
1034786	215438	44
1034786	238987	4
1034787	188347	11
1034787	189217	38
1034788	204633	2
1034789	152572	27
1034789	248014	34
1034790	190249	21
1034792	221509	11
1034792	222563	4
1034794	191416	16
1034794	202005	45
1034795	225377	17
1034795	226208	5
1034798	201169	14
1034799	161275	1
1034800	198843	3
1034800	203685	35
1034800	208918	3
1034802	206332	52
1034802	215072	7
1034805	182721	3
1034805	241587	30
1034805	242064	4
1034806	195926	12
1034807	248435	3
1034808	185576	66
1034809	197177	17
1034809	213682	12
1034809	217261	43
1034809	221239	4
1034812	216291	11
1034815	195501	1
1034816	199291	24
1034816	243058	18
1034817	188794	79
1034817	209761	19
1034817	222819	4
1034819	200215	12
1034820	202714	7
1034820	238852	7
1034822	192762	29
1034822	205936	5
1034822	225635	14
1034823	220979	4
1034825	227995	1
1034825	236242	1
1034827	190268	43
1034831	263314	4
1034832	220849	1
1034832	243813	8
1034834	218389	24
1034834	218613	7
1034835	183414	6
1034835	204515	6
1034836	218813	14
1034836	222999	6
1034836	242491	46
1034837	195816	103
1034837	237730	45
1034838	191296	2
1034839	219013	10
1034839	239743	25
1034840	220720	4
1034841	194726	11
1034842	219274	14
1034843	191571	40
1034844	200408	8
1034844	209012	4
1034845	212219	5
1034846	190741	19
1034846	214214	5
1034846	219534	3
1034846	227187	4
1034848	220559	4
1034849	200983	6
1034849	219751	12
1034851	219967	2
1034852	185189	57
1034852	191829	25
1034852	198537	168
1034852	209037	3
1034852	226021	1
1034852	262523	4
1034853	218169	35
1034854	185938	38
1034854	211589	5
1034854	220183	6
1034854	223179	5
1034855	206731	10
1034856	245469	6
1034857	220400	8
1034862	181831	2
1034862	193012	5
1034863	184105	3
1034863	227872	2
1034865	198907	30
1034867	202593	4
1034867	213231	5
1034867	216136	20
1034868	160785	19
1034869	197801	27
1034870	236116	21
1034871	243270	5
1034873	188381	39
1034873	223358	6
1034873	239180	6
1034874	208670	1
1034875	192975	10
1034875	228804	3
1034875	247588	6
1034876	153010	4
1034876	212836	25
1034879	204404	1
1034880	160546	1
1034881	152999	3
1034881	191184	16
1034882	194332	64
1034883	181919	8
1034883	199547	8
1034883	240655	1
1034884	161006	20
1034884	183053	45
1034884	236831	26
1034886	192593	13
1034886	197653	3
1034886	247128	6
1034887	151806	24
1034887	200998	44
1034888	201762	30
1034888	242888	9
1034890	205315	38
1034891	186588	49
1034891	223537	1
1034894	262872	7
1034895	152637	91
1034895	160294	3
1034896	203442	40
1034898	186200	5
1034898	245750	22
1034899	189259	7
1034900	186937	19
1034902	187301	41
1034902	187666	21
1034902	214987	12
1034904	182006	2
1034904	188030	27
1034904	212479	10
1034905	190308	57
1034905	209156	6
1034905	223666	5
1034905	238067	14
1034906	195611	36
1034906	211781	13
1034907	196314	83
1034907	197067	25
1034908	210006	34
1034909	243559	37
1034910	192105	28
1034911	152318	177
1034912	191457	5
1034912	241180	11
1034913	196892	17
1034914	242135	31
1034916	190557	28
1034916	235990	2
1034918	199799	10
1034918	223795	4
1034918	227697	7
1034918	229919	4
1034922	217965	11
1034922	240919	13
1034923	191071	1
1034924	204294	12
1034925	189782	56
1034925	212123	2
1034926	215971	24
1034927	214966	1
1034927	263154	2
1034931	223924	9
1034931	237148	6
1034932	182693	4
1034935	196934	2
1034935	199051	102
1034935	215215	27
1034936	185551	55
1034937	152841	5
1034938	201223	27
1034940	248462	5
1034941	197216	22
1034941	214295	10
1034942	184436	36
1034943	200061	5
1034944	224054	3
1034945	200798	71
1034946	208852	7
1034947	229255	3
1034948	194771	11
1034948	195244	49
1034951	216863	129
1034956	218602	3
1034957	237466	65
1034958	224183	8
1034959	191615	6
1034959	222253	5
1034960	161203	20
1034961	195828	3
1034962	152855	4
1034962	183384	5
1034962	213312	12
1034963	202351	7
1034963	218166	26
1034963	239366	10
1034963	242924	13
1034968	192375	23
1034970	228499	14
1034970	238378	1
1034971	197407	63
1034972	190939	25
1034972	204171	3
1034972	226627	1
1034972	227522	2
1034976	208453	7
1034976	219520	6
1034979	211556	3
1034979	239302	9
1034979	247584	1
1034980	238792	22
1034982	182335	40
1034983	190348	38
1034983	191623	59
1034983	211561	1
1034984	224443	4
1034984	236568	7
1034984	246391	10
1034985	201521	43
1034985	215806	4
1034986	153424	6
1034987	193042	10
1034989	151866	12
1034989	200629	1
1034990	184075	7
1034991	203200	31
1034992	217761	16
1034994	188426	9
1034994	239239	1
1034996	185540	5
1034998	189297	17
1034998	213844	32
1034999	210258	18
1034999	227382	3
1035003	192638	10
1035004	181286	1
1035004	212032	6
1035004	226070	4
1035005	186285	4
1035005	230171	1
1035005	247540	3
1035010	209392	4
1035010	224701	8
1035011	237812	20
1035012	212227	2
1035012	243133	13
1035013	245497	4
1035014	200672	2
1035015	181978	4
1035016	152711	16
1035019	204048	7
1035020	184768	7
1035020	190806	13
1035022	186983	13
1035022	187712	3
1035022	242205	8
1035023	186237	15
1035023	241252	8
1035023	241729	38
1035024	214199	5
1035025	185534	159
1035025	245061	16
1035027	227242	3
1035028	247536	1
1035029	188439	18
1035029	195249	20
1035030	193983	5
1035030	197574	15
1035030	247495	2
1035031	196824	16
1035032	181413	8
1035032	215674	15
1035033	247581	2
1035034	214876	3
1035036	224959	2
1035037	160886	2
1035037	197244	19
1035039	183715	37
1035039	242960	4
1035041	153839	25
1035044	188879	138
1035045	186547	1
1035046	208343	1
1035047	153097	7
1035047	236017	5
1035049	248033	53
1035050	192158	19
1035050	199265	3
1035050	225088	4
1035050	238250	3
1035051	160676	4
1035052	153087	4
1035052	160976	1
1035052	199225	3
1035053	186896	3
1035053	210768	4
1035053	217565	18
1035054	153074	1
1035055	185529	1
1035055	220406	2
1035056	190715	10
1035056	192851	17
1035056	242623	27
1035057	213394	9
1035058	160556	3
1035058	202110	6
1035060	182663	1
1035060	197897	37
1035060	228203	3
1035061	209512	1
1035061	216555	49
1035061	227064	17
1035062	196685	5
1035062	200448	2
1035062	201272	7
1035063	198373	122
1035063	225218	14
1035064	184925	33
1035064	196677	1
1035064	196977	1
1035064	200495	5
1035065	160429	8
1035065	194820	11
1035065	196677	10
1035066	151987	1
1035066	203928	20
1035066	205080	95
1035067	238985	5
1035070	248481	4
1035071	187002	7
1035071	190394	90
1035071	219959	7
1035072	153046	3
1035072	160303	1
1035073	212605	5
1035073	218163	11
1035073	248488	5
1035074	153780	15
1035074	212990	28
1035075	218377	14
1035076	225348	1
1035077	237202	14
1035078	215542	6
1035078	218591	5
1035079	153771	2
1035079	181624	2
1035080	200867	18
1035081	236306	19
1035082	211941	7
1035083	218791	8
1035084	229010	4
1035085	202958	54
1035086	240371	23
1035087	161054	4
1035088	183354	6
1035088	238150	4
1035089	218992	4
1035089	240658	1
1035090	225477	3
1035091	190623	4
1035091	200241	2
1035094	193098	24
1035096	226886	1
1035097	189335	21
1035097	194422	17
1035098	197126	10
1035098	219249	3
1035100	191667	106
1035101	187504	18
1035102	186915	1
1035103	214999	1
1035103	225606	5
1035106	195059	1
1035106	219506	2
1035108	151889	14
1035108	211660	6
1035109	188469	12
1035109	210965	12
1035112	209632	5
1035114	203808	14
1035114	217370	21
1035115	214808	4
1035116	225735	5
1035117	184046	3
1035119	191259	59
1035120	187021	1
1035120	192682	7
1035122	215420	2
1035123	242282	3
1035124	217839	15
1035125	181951	2
1035128	237069	20
1035129	225865	4
1035131	181256	15
1035131	200364	1
1035131	201092	18
1035132	226702	7
1035132	241322	11
1035133	229359	3
1035134	191934	18
1035134	222302	1
1035135	160800	2
1035135	214461	35
1035135	222269	1
1035135	236610	4
1035136	227955	11
1035137	182994	39
1035137	238022	12
1035138	185930	86
1035138	190851	1
1035138	194028	11
1035139	152935	3
1035140	198991	56
1035142	186292	18
1035142	225992	8
1035144	247159	19
1035145	187758	16
1035146	160560	13
1035147	197953	9
1035148	208366	16
1035148	228888	2
1035148	247335	27
1035149	188121	38
1035149	214780	6
1035151	213475	6
1035152	217264	9
1035153	201867	5
1035155	226116	1
1035155	226119	1
1035156	195846	7
1035156	240414	2
1035157	189886	164
1035157	200199	15
1035159	197008	7
1035159	211852	6
1035160	199541	19
1035160	199800	11
1035161	226173	1
1035162	203687	21
1035164	160310	2
1035164	181971	6
1035165	200199	2
1035165	200515	3
1035166	211162	3
1035166	215297	10
1035167	192202	12
1035167	226518	7
1035168	211155	2
1035169	206013	36
1035171	204392	123
1035171	218159	1
1035172	186578	27
1035172	199672	3
1035172	216245	71
1035173	152352	86
1035173	185514	10
1035173	222525	11
1035177	152408	8
1035177	212677	5
1035179	222081	20
1035179	236936	1
1035180	190450	2
1035181	190450	17
1035181	202717	21
1035181	240522	2
1035182	152813	24
1035183	194869	17
1035183	195792	1
1035186	182633	10
1035186	237893	11
1035188	153576	38
1035188	199541	6
1035188	214007	19
1035189	153858	17
1035189	161100	2
1035192	187048	8
1035193	209030	21
1035195	184377	40
1035196	228735	5
1035199	222781	22
1035200	190461	39
1035201	201746	11
1035202	192464	24
1035204	237222	8
1035205	206702	50
1035207	200895	8
1035210	203566	4
1035210	215175	12
1035214	189379	21
1035215	183325	6
1035217	191711	33
1035217	209870	4
1035219	193128	7
1035219	196891	21
1035219	208516	10
1035219	219495	1
1035220	218024	2
1035222	151956	6
1035222	187186	5
1035222	217064	3
1035225	160805	1
1035225	240456	4
1035225	242359	6
1035228	181698	35
1035231	188515	6
1035231	205394	14
1035233	236794	4
1035234	218973	5
1035235	160565	1
1035235	223140	30
1035235	240924	33
1035237	153131	26
1035237	192726	23
1035237	200884	13
1035237	211763	10
1035237	212414	30
1035238	160534	1
1035238	182287	37
1035239	196259	89
1035240	241870	59
1035241	241393	6
1035242	188954	122
1035242	205562	17
1035242	212082	15
1035243	184016	25
1035244	227606	8
1035245	213556	5
1035246	194073	7
1035246	218571	11
1035248	201625	5
1035253	185623	7
1035254	215053	8
1035254	220413	1
1035255	216971	20
1035256	190895	13
1035257	160317	1
1035257	181226	1
1035257	203445	24
1035258	161070	1
1035258	187457	8
1035258	199275	15
1035259	237568	33
1035260	186347	8
1035260	209283	31
1035262	220685	9
1035262	245336	8
1035263	228517	3
1035264	187075	11
1035265	217423	17
1035268	187803	15
1035268	217889	7
1035270	213912	3
1035272	220182	3
1035272	223498	19
1035272	226109	2
1035273	160122	3
1035273	184708	8
1035273	213141	44
1035274	188531	16
1035275	153917	12
1035277	202474	31
1035279	196774	5
1035279	247157	3
1035280	212749	3
1035281	220546	6
1035284	192245	5
1035286	236652	27
1035288	192938	31
1035288	211127	4
1035288	215917	21
1035290	185499	25
1035291	219952	6
1035292	183656	40
1035292	208718	7
1035292	210679	5
1035293	160943	8
1035295	196299	6
1035296	201504	14
1035298	214931	9
1035299	223757	14
1035301	190515	82
1035303	187710	1
1035304	203324	8
1035305	198178	72
1035308	262409	12
1035308	262427	1
1035310	194572	595
1035310	216818	16
1035311	218148	58
1035311	219718	5
1035311	237935	6
1035312	182602	3
1035313	227329	4
1035315	214281	21
1035316	182050	4
1035316	195868	24
1035319	181486	1
1035320	190725	47
1035322	211663	7
1035323	200059	6
1035324	199544	34
1035324	199803	12
1035324	221200	1
1035325	224015	26
1035325	262385	24
1035328	160816	219
1035329	152802	75
1035329	214627	35
1035330	193186	11
1035331	188553	24
1035331	189423	13
1035331	204171	42
1035332	219484	1
1035332	220808	6
1035332	237242	1
1035333	228286	2
1035334	191755	44
1035334	195501	34
1035334	236073	11
1035336	153310	25
1035336	240527	14
1035337	210141	8
1035338	187618	5
1035340	209531	23
1035341	183295	10
1035341	213637	3
1035342	214809	4
1035342	217682	23
1035342	236503	4
1035344	200965	20
1035344	201383	5
1035348	152473	5
1035348	181629	49
1035349	196640	17
1035349	221461	4
1035350	241464	8
1035351	203203	5
1035351	210886	6
1035352	224274	18
1035353	213815	5
1035354	152907	253
1035354	191347	67
1035354	192770	11
1035356	219219	8
1035356	220936	4
1035361	221722	3
1035363	153261	4
1035363	185093	33
1035365	194124	5
1035365	216664	10
1035366	160702	16
1035367	229928	14
1035368	151987	12
1035368	192022	39
1035369	153252	1
1035369	183986	7
1035369	187840	39
1035369	214591	157
1035371	195260	29
1035371	228162	6
1035372	185489	18
1035372	202233	24
1035374	205427	3
1035376	185667	1
1035376	214682	6
1035376	222243	6
1035377	153987	8
1035378	224533	12
1035379	186029	59
1035379	218955	8
1035379	221065	4
1035382	186392	19
1035382	189987	104
1035383	153226	8
1035383	215652	29
1035384	181197	5
1035384	186757	46
1035384	222369	1
1035385	212819	8
1035386	187121	11
1035388	188231	98
1035390	182933	37
1035390	199026	4
1035391	153212	3
1035392	220418	18
1035397	218753	28
1035397	238085	5
1035399	184678	9
1035399	203081	1
1035399	236354	3
1035400	226979	18
1035401	192289	17
1035403	187748	12
1035403	190570	38
1035403	221193	5
1035404	224792	27
1035406	217026	57
1035407	211562	6
1035407	246948	72
1035409	228037	2
1035409	229313	4
1035410	211093	3
1035410	214555	8
1035415	201201	47
1035415	218552	5
1035417	217476	9
1035418	196507	5
1035420	200639	20
1035420	236977	22
1035421	216509	13
1035422	187392	24
1035423	209779	15
1035423	240150	37
1035424	194854	44
1035424	239588	27
1035425	203930	72
1035426	221321	15
1035430	204672	7
1035430	225050	18
1035432	219946	4
1035433	218345	22
1035434	229529	2
1035435	153634	39
1035435	212568	10
1035436	192552	37
1035436	237976	7
1035437	213719	4
1035439	182572	17
1035441	195879	67
1035443	198892	50
1035444	236229	3
1035447	184318	43
1035447	202961	2
1035447	240597	7
1035448	189468	33
1035448	221450	3
1035451	191799	20
1035451	200490	20
1035451	218138	25
1035452	153103	9
1035453	241066	22
1035454	185478	5
1035454	188599	4
1035455	193217	21
1035455	217367	54
1035457	195266	58
1035457	225309	21
1035457	225312	1
1035458	241535	10
1035460	152274	14
1035460	194225	11
1035461	221579	10
1035462	227864	5
1035465	228982	6
1035467	201991	39
1035467	214507	7
1035468	182129	6
1035468	183265	8
1035468	200060	4
1035468	226365	5
1035470	198750	2
1035470	237255	29
1035471	192814	24
1035471	199934	1
1035471	215405	31
1035472	205012	133
1035473	199806	10
1035473	213291	36
1035476	189043	99
1035476	199675	4
1035476	216355	13
1035479	154057	6
1035479	196387	25
1035479	199545	1
1035481	208904	21
1035482	204516	2
1035483	225571	17
1035484	194174	31
1035486	208777	18
1035488	226623	89
1035489	221853	15
1035490	212889	5
1035490	236104	10
1035491	190983	20
1035491	211465	5
1035492	187885	7
1035492	214104	25
1035494	201000	24
1035494	217258	8
1035495	209039	57
1035496	183957	12
1035496	202841	4
1035496	212305	12
1035497	205305	194
1035499	185711	2
1035500	153512	1
1035500	211971	39
1035500	236710	21
1035502	187930	2
1035504	186438	7
1035504	221998	6
1035506	190652	25
1035506	195268	25
1035507	187167	9
1035508	194619	10
1035508	217974	4
1035509	152531	3
1035509	225825	16
1035510	181168	2
1035511	205435	139
1035512	205741	16
1035514	152994	27
1035514	205447	6
1035514	205458	19
1035514	209197	4
1035516	187893	14
1035516	216717	9
1035516	222112	5
1035516	227690	2
1035517	182336	20
1035517	185471	17
1035517	197600	192
1035517	209219	22
1035518	192334	7
1035520	213622	13
1035521	188624	21
1035521	203688	59
1035521	210079	12
1035522	237622	63
1035523	198344	6
1035524	214460	3
1035525	184649	9
1035525	193028	44
1035526	218938	6
1035527	222226	5
1035528	197348	108
1035528	199415	28
1035531	241582	42
1035532	201458	15
1035534	216192	11
1035535	217142	8
1035536	217519	10
1035537	211057	5
1035537	222319	10
1035539	220656	21
1035541	181303	4
1035541	190851	4
1035541	196268	4
1035541	204697	47
1035541	206353	10
1035543	202719	1
1035545	204542	4
1035545	206032	39
1035545	210616	5
1035546	183596	40
1035546	222412	6
1035547	197854	216
1035547	240441	8
1035549	205727	136
1035551	220181	9
1035552	152050	14
1035553	229598	1
1035554	222487	5
1035556	195270	5
1035556	240668	13
1035557	217080	18
1035558	215161	20
1035558	227553	4
1035558	228680	12
1035561	208178	14
1035562	201749	18
1035562	206811	325
1035562	218535	10
1035563	208031	27
1035564	189512	14
1035566	182543	4
1035567	222615	6
1035568	191843	55
1035572	181439	1
1035572	188643	4
1035573	193964	65
1035573	219940	1
1035573	220914	14
1035574	207092	2
1035574	211367	6
1035576	199286	2
1035576	206668	51
1035579	154123	4
1035580	185463	26
1035580	209477	8
1035580	222743	2
1035581	153377	4
1035582	188083	8
1035582	214410	6
1035582	217768	19
1035583	194401	129
1035583	206359	149
1035585	207346	6
1035586	153366	1
1035587	207674	444
1035588	191435	77
1035588	192858	16
1035588	195927	19
1035589	236406	6
1035590	195583	32
1035591	188430	55
1035591	202598	7
1035591	212387	2
1035591	216029	7
1035594	181833	6
1035594	183235	12
1035594	204418	95
1035594	218123	63
1035596	212958	6
1035597	219697	11
1035598	222922	26
1035599	227417	15
1035600	198685	28
1035601	192111	44
1035601	206810	300
1035602	197104	27
1035603	207896	60
1035604	208033	10
1035604	209583	5
1035604	210819	21
1035607	241631	1
1035608	191027	3
1035608	221172	9
1035608	237267	6
1035609	152326	26
1035609	190733	29
1035610	190094	131
1035612	216925	15
1035615	191719	12
1035616	203448	26
1035616	223101	4
1035617	181629	12
1035618	182197	18
1035619	185047	68
1035620	152567	75
1035620	185756	16
1035620	196116	11
1035620	209898	2
1035621	219454	1
1035622	152799	40
1035623	153052	36
1035623	183927	5
1035623	186120	29
1035623	208624	1
1035625	186484	27
1035627	186848	36
1035627	216408	12
1035629	187212	18
1035633	187575	28
1035634	237142	15
1035635	187940	23
1035635	192378	35
1035635	194666	8
1035635	212719	12
1035635	223280	12
1035637	193300	16
1035639	209733	5
1035640	198379	73
1035640	214361	1
1035640	215895	12
1035640	220426	10
1035641	221430	9
1035643	204294	6
1035644	153761	67
1035644	182874	34
1035646	185454	25
1035646	214916	30
1035647	219188	4
1035647	222438	9
1035648	195276	78
1035649	228383	6
1035651	222476	6
1035652	184619	11
1035652	193269	72
1035652	209212	9
1035652	227244	20
1035653	223459	6
1035653	226074	14
1035655	217563	21
1035657	194182	2
1035659	194992	78
1035659	199131	18
1035661	188236	4
1035661	237017	4
1035664	153231	36
1035664	211021	1
1035664	211768	18
1035665	236138	21
1035665	240739	1
1035666	223589	8
1035667	216771	8
1035670	192640	29
1035670	241207	34
1035672	209875	4
1035673	218921	2
1035674	213923	39
1035675	196860	73
1035677	201089	54
1035677	217122	20
1035678	214328	1
1035678	221687	11
1035679	154190	6
1035679	223718	8
1035681	189557	14
1035681	204595	33
1035684	213430	6
1035685	191888	12
1035685	212468	6
1035686	202356	16
1035687	236893	11
1035688	215761	10
1035690	204173	12
1035691	182511	15
1035691	218720	20
1035692	188688	7
1035692	223847	8
1035694	217453	24
1035695	198574	3
1035695	219936	3
1035696	229354	9
1035699	195964	28
1035699	240680	5
1035701	184258	29
1035701	213027	2
1035702	181421	12
1035704	200863	2
1035704	227072	14
1035705	210017	43
1035706	223977	7
1035707	190827	123
1035708	188112	6
1035709	189130	85
1035709	218518	5
1035712	185446	1
1035713	236769	10
1035715	152107	7
1035719	224106	12
1035721	183206	6
1035721	201532	3
1035722	216616	17
1035723	218313	23
1035724	214668	47
1035725	191071	16
1035725	228134	8
1035729	229703	1
1035731	152604	5
1035732	215638	9
1035732	224235	4
1035733	153110	41
1035733	217343	6
1035734	198480	1
1035737	204053	11
1035737	218108	17
1035741	195282	61
1035742	185802	12
1035742	188388	17
1035742	198977	6
1035744	211170	33
1035745	224365	6
1035746	236614	12
1035747	186530	5
1035749	204551	50
1035750	183896	20
1035751	187258	11
1035751	196617	30
1035752	192422	8
1035755	187987	24
1035755	217286	4
1035756	190988	1
1035757	226900	70
1035758	224494	1
1035759	219439	3
1035760	205382	268
1035761	198381	6
1035762	181107	9
1035762	188714	22
1035762	194714	21
1035763	212180	1
1035764	263020	1
1035767	195831	63
1035768	182266	5
1035768	193501	4
1035771	193843	9
1035771	208901	20
1035772	210989	8
1035772	224624	4
1035774	240809	14
1035776	215514	4
1035776	254327	33
1035777	208395	18
1035777	210305	2
1035777	217230	20
1035778	184590	7
1035778	216462	5
1035780	212550	2
1035780	217607	19
1035781	154256	9
1035781	202114	8
1035781	229078	1
1035783	195284	25
1035784	203932	36
1035784	220181	2
1035785	192932	34
1035785	224753	2
1035786	209205	2
1035787	216814	8
1035790	181790	5
1035790	193798	2
1035790	194232	6
1035790	208166	14
1035791	220892	1
1035792	182373	1
1035792	200066	13
1035793	188627	13
1035793	201346	34
1035796	185436	4
1035796	199810	14
1035797	153488	52
1035798	189602	11
1035798	224882	17
1035799	183536	31
1035799	229024	1
1035800	221933	12
1035802	191931	34
1035802	207885	18
1035802	221021	1
1035803	153476	28
1035803	199550	53
1035805	190283	118
1035806	190921	38
1035806	213095	6
1035807	202963	23
1035808	188731	4
1035808	237305	41
1035809	198764	31
1035810	226728	24
1035810	236315	2
1035811	185614	8
1035811	225011	8
1035814	214211	14
1035814	254391	2
1035816	182480	4
1035818	204508	6
1035818	209464	16
1035819	201097	14
1035819	215392	8
1035821	217880	4
1035822	191523	54
1035822	213715	13
1035823	188540	1
1035823	218903	17
1035824	225141	8
1035825	196373	46
1035826	195286	25
1035827	200496	2
1035828	211568	37
1035828	222195	23
1035831	227786	14
1035832	203811	11
1035835	195699	8
1035835	212870	5
1035835	216300	7
1035835	221411	2
1035836	153909	72
1035836	192198	37
1035836	206012	72
1035836	206042	198
1035837	152403	25
1035837	222456	14
1035838	225270	3
1035839	213250	6
1035839	215814	19
1035840	236172	5
1035842	153165	37
1035842	191115	1
1035843	194498	40
1035844	228873	5
1035846	201581	39
1035847	229019	1
1035848	183177	19
1035848	198362	31
1035849	210593	5
1035851	152644	5
1035851	225403	12
1035852	152897	83
1035853	217011	27
1035854	188749	9
1035855	209722	13
1035857	219678	5
1035862	212259	2
1035862	215269	6
1035864	185848	19
1035864	225536	2
1035865	226530	55
1035866	186212	67
1035867	220433	8
1035868	218500	1
1035869	186576	19
1035871	186940	31
1035871	210775	15
1035871	212444	5
1035871	220622	7
1035873	187303	16
1035873	228776	1
1035874	181583	11
1035874	201139	11
1035875	187668	66
1035875	212631	6
1035876	185002	61
1035876	201873	9
1035876	237688	36
1035877	183866	9
1035877	188032	84
1035877	225661	7
1035878	229067	2
1035879	185426	37
1035879	210958	1
1035880	153343	15
1035880	203692	155
1035881	194758	21
1035882	240880	4
1035883	214448	14
1035883	222713	21
1035884	154323	10
1035884	195284	27
1035884	208581	3
1035884	229597	2
1035884	237054	8
1035885	199290	27
1035886	188665	10
1035890	225786	1
1035892	189641	16
1035893	209974	2
1035893	216138	2
1035894	220881	4
1035895	182814	59
1035898	216505	9
1035901	191010	62
1035902	202721	48
1035903	225918	33
1035905	184558	22
1035905	217652	3
1035905	218085	72
1035906	215147	8
1035908	216856	13
