		188146
1008982	179988	98
1008982	198688	4
1008982	233630	3
1008983	170042	6
1008983	188570	142
1008983	199952	13
1008983	222055	289
1008985	199123	13
1008986	260110	44
1008987	166246	10
1008987	170870	205
1008988	186128	94
1008988	249034	72
1008989	161649	1
1008989	186426	40
1008989	244415	180
1008990	182025	108
1008991	200569	38
1008991	237755	83
1008992	186404	634
1008994	215565	77
1008995	239446	12
1008996	186266	98
1008996	202903	7
1008996	239726	82
1008998	188158	32
1008998	213626	27
1009001	212486	12
1009001	258425	40
1009003	236564	127
1009004	160111	2
1009004	180575	98
1009004	192304	85
1009004	243810	354
1009004	269099	2
1009006	166618	2
1009006	238536	56
1009007	199152	2
1009007	200644	5
1009007	202694	9
1009008	252091	4
1009009	198939	41
1009009	261992	58
1009011	183273	277
1009012	167495	18
1009012	202581	10
1009012	221484	98
1009012	260107	1
1009013	176152	8
1009013	205218	2
1009013	236135	567
1009013	242619	89
1009014	179123	182
1009015	173276	18
1009015	231024	6
1009015	235523	6
1009017	194699	61
1009017	222644	80
1009017	249683	279
1009018	166289	4
1009018	202469	2
1009018	216843	63
1009018	234113	82
1009018	252729	138
1009018	262596	4
1009019	163731	26
1009019	193193	332
1009020	161714	7
1009020	184678	5
1009021	191456	39
1009021	241950	167
1009022	195981	37
1009022	240724	42
1009023	143033	1
1009023	181159	117
1009023	193417	54
1009023	216355	9
1009023	239207	15
1009024	202344	8
1009025	245869	609
1009026	175332	12
1009026	177622	25
1009026	193640	22
1009026	196835	97
1009026	233387	61
1009026	239040	122
1009026	262360	4
1009027	237887	175
1009028	171424	39
1009028	184828	35
1009028	247973	112
1009029	143770	8
1009029	219928	110
1009029	260098	8
1009030	202219	1
1009031	165785	75
1009033	246457	101
1009033	251055	115
1009034	177624	24
1009035	216620	26
1009035	268036	2
1009036	202094	9
1009037	169116	18
1009037	190607	37
1009037	232776	25
1009038	210624	24
1009039	176368	28
1009039	232151	191
1009039	245151	12
1009040	223243	6
1009040	259952	5
1009041	217628	12
1009041	246588	40
1009041	247401	719
1009041	261570	56
1009042	201969	4
1009042	260038	8
1009043	174078	61
1009043	198130	35
1009043	261182	55
1009044	161245	2
1009044	170402	20
1009044	222000	224
1009045	181745	48
1009045	218871	14
1009046	172840	77
1009047	258862	14
1009049	201844	15
1009049	203358	27
1009050	203862	1
1009050	241585	28
1009050	246718	58
1009050	252394	66
1009052	219375	14
1009053	189758	62
1009053	223830	66
1009054	167068	123
1009054	184661	37
1009055	177627	10
1009055	178206	92
1009055	201719	4
1009056	183042	242
1009057	237122	204
1009057	259021	37
1009058	175295	1
1009058	253333	82
1009059	180294	280
1009059	200051	5
1009059	201636	1
1009060	213622	56
1009060	219143	48
1009060	243296	68
1009062	199116	12
1009062	215186	229
1009063	234265	62
1009063	238019	9
1009063	246911	147
1009064	182328	27
1009064	201553	3
1009064	210791	38
1009065	250064	426
1009065	257811	3
1009067	142242	1
1009067	164280	50
1009068	169942	23
1009068	195616	116
1009069	173831	18
1009069	178843	82
1009069	244907	434
1009070	163270	3
1009070	188909	49
1009070	194344	38
1009070	248694	212
1009070	258189	241
1009071	252672	1
1009072	161837	2
1009072	241234	24
1009073	196470	25
1009075	174708	2
1009075	238926	13
1009075	247104	80
1009076	172403	22
1009077	214329	643
1009079	197753	24
1009079	232606	1
1009080	220763	16
1009081	142529	5
1009081	165319	3
1009082	197120	30
1009082	199253	17
1009082	230111	7
1009084	162856	12
1009084	217200	41
1009084	219581	1
1009085	248078	28
1009086	164857	55
1009086	174365	24
1009086	185715	29
1009086	198609	16
1009088	162323	11
1009088	166519	9
1009088	235166	140
1009088	244635	98
1009088	251988	11
1009089	230448	5
1009089	239948	41
1009090	210957	15
1009090	260173	32
1009091	160007	1
1009091	173589	36
1009091	248366	113
1009092	179429	54
1009093	161895	3
1009093	230790	17
1009094	239693	104
1009094	263111	13
1009095	142793	1
1009095	238138	19
1009097	235098	20
1009098	181464	52
1009098	218215	117
1009098	261178	9
1009099	231135	9
1009100	231465	20
1009100	235660	352
1009100	249690	72
1009101	171956	76
1009101	233923	84
1009102	182811	69
1009102	188079	40
1009103	142950	2
1009103	194183	489
1009103	233582	13
1009104	173172	64
1009105	215498	360
1009105	221945	15
1009106	172429	5
1009107	234424	85
1009108	176039	1
1009108	199701	92
1009109	177473	62
1009109	192227	38
1009111	166738	35
1009112	237714	73
1009113	219613	86
1009113	245401	177
1009114	173361	6
1009114	195250	22
1009114	233124	29
1009115	180014	50
1009116	166373	1
1009116	192671	92
1009117	162027	11
1009117	186119	93
1009117	191802	137
1009118	162162	4
1009118	269872	2
1009119	194619	48
1009119	257822	55
1009120	247786	123
1009120	265157	10
1009121	213619	40
1009122	143306	10
1009122	200137	5
1009122	244346	131
1009123	193116	40
1009123	216265	4
1009123	258789	2
1009124	257889	29
1009124	264995	1
1009125	175417	15
1009125	191378	35
1009125	195901	111
1009125	236556	75
1009126	206829	3
1009126	238258	11
1009126	265817	1
1009127	171508	65
1009127	193992	371
1009127	250597	119
1009127	260229	3
1009128	178538	104
1009128	241901	27
1009128	262340	2
1009129	209709	32
1009129	216775	14
1009130	193564	7
1009132	159516	18
1009132	180599	2
1009132	197397	55
1009133	190954	128
1009134	201029	11
1009135	167438	1
1009135	223155	16
1009136	259819	25
1009137	143588	6
1009137	242566	49
1009139	198474	2
1009139	199110	3
1009141	143678	11
1009141	183299	150
1009141	242231	260
1009141	261960	39
1009142	160621	37
1009142	187708	138
1009142	190529	23
1009142	264677	7
1009143	170486	9
1009143	242913	755
1009143	259107	15
1009145	176901	63
1009145	246335	28
1009146	209683	14
1009147	182581	219
1009147	251313	368
1009148	210938	21
1009149	190105	175
1009150	196146	92
1009151	181184	72
1009151	217558	15
1009151	234583	42
1009152	248205	170
1009153	169842	4
1009153	203097	12
1009155	211851	15
1009155	238374	83
1009156	177669	41
1009156	199354	5
1009156	218803	14
1009156	236557	3
1009156	246449	16
1009157	189681	30
1009158	213334	8
1009158	232840	5
1009158	235645	173
1009160	176471	11
1009160	184485	49
1009160	264501	4
1009162	170966	1
1009163	224328	34
1009164	164363	7
1009164	177623	4
1009165	174606	40
1009165	189256	79
1009166	184323	677
1009167	166431	8
1009167	233734	24
1009167	243252	22
1009168	194896	81
1009169	163354	4
1009169	173930	8
1009169	179734	103
1009169	268438	2
1009170	210658	31
1009171	179742	1
1009171	185103	40
1009172	206949	66
1009173	181770	34
1009174	188831	31
1009174	239145	72
1009175	159384	8
1009175	196391	52
1009175	246710	39
1009177	176927	75
1009177	249329	320
1009178	220673	12
1009178	231239	18
1009179	212095	3
1009181	221270	63
1009181	240169	24
1009181	253453	69
1009182	197674	25
1009183	165403	9
1009183	177385	14
1009183	248983	72
1009184	161461	40
1009184	184817	27
1009185	171039	133
1009185	197040	28
1009185	238490	14
1009185	262140	71
1009186	235070	36
1009186	241384	22
1009186	244854	46
1009187	236557	4
1009188	178234	77
1009188	235637	5
1009189	160279	29
1009189	165167	10
1009190	169367	74
1009190	172500	36
1009190	188417	50
1009190	234231	2
1009192	182352	147
1009192	202689	31
1009192	209648	2
1009192	215393	69
1009193	188010	122
1009194	221861	61
1009199	187444	212
1009200	239357	39
1009200	247095	47
1009201	178869	23
1009202	268602	6
1009204	258715	60
1009204	261224	2
1009205	180904	349
1009205	188000	198
1009205	268242	2
1009206	250494	101
1009207	251662	19
1009209	199104	17
1009210	211720	6
1009211	198347	91
1009213	173445	10
1009213	192149	100
1009213	232382	14
1009213	234813	349
1009213	253160	432
1009215	212202	11
1009215	215430	44
1009215	219724	68
1009217	185681	9
1009217	207069	1
1009217	251104	22
1009219	248333	106
1009222	194540	71
1009222	257936	1
1009223	163905	36
1009224	175502	18
1009224	179455	54
1009226	235899	299
1009226	257932	310
1009227	193038	26
1009227	195821	60
1009227	259722	55
1009228	251679	4
1009229	165953	37
1009229	191300	35
1009229	213132	9
1009230	171596	90
1009230	185907	126
1009230	210220	80
1009230	223066	15
1009230	233886	12
1009230	262319	10
1009231	240290	147
1009231	252692	40
1009232	182837	67
1009232	193261	69
1009232	196676	37
1009232	199452	22
1009233	237672	44
1009233	245586	117
1009234	186387	239
1009236	177981	74
1009236	241853	28
1009237	143593	1
1009237	143802	2
1009237	216452	22
1009238	213108	6
1009239	249681	54
1009239	251660	3
1009240	216707	42
1009241	187176	297
1009241	212324	16
1009242	170570	22
1009242	180039	135
1009242	211154	43
1009243	164472	3
1009243	176374	4
1009244	223653	76
1009245	167357	12
1009246	190451	25
1009246	243712	238
1009247	182073	248
1009247	186110	15
1009247	238707	64
1009248	169730	7
1009248	197971	126
1009252	198826	15
1009255	244278	153
1009256	174504	27
1009256	230665	4
1009257	244227	12
1009257	250793	215
1009257	261258	1
1009257	266165	5
1009258	199901	91
1009258	224240	1
1009258	231344	1
1009259	180624	109
1009259	183387	228
1009259	204753	35
1009260	207189	12
1009260	231674	1
1009260	248483	122
1009261	211653	8
1009261	217489	18
1009261	242513	291
1009262	159803	1
1009262	189603	67
1009262	231011	13
1009262	247613	86
1009264	246053	118
1009265	245346	11
1009266	218734	19
1009267	212445	7
1009268	162589	1
1009268	163438	3
1009268	168980	20
1009268	176564	21
1009268	262554	53
1009268	267538	3
1009269	213022	3
1009269	219580	21
1009271	183324	89
1009271	210895	3
1009272	171029	1
1009272	261928	193
1009273	243207	143
1009274	172571	21
1009274	195456	152
1009274	234041	5
1009275	235042	73
1009277	220583	14
1009278	188753	42
1009278	196311	19
1009278	211391	11
1009278	234549	11
1009279	179175	290
1009279	199097	21
1009280	233056	1
1009280	248029	152
1009281	181211	93
1009281	186911	402
1009281	240411	5
1009281	246441	240
1009283	216034	102
1009283	221777	34
1009283	259008	91
1009285	165487	5
1009285	197594	23
1009285	245078	104
1009285	258641	4
1009288	194219	2
1009288	196961	63
1009289	173156	4
1009290	246571	52
1009290	253535	85
1009292	222389	180
1009292	247667	1
1009292	258540	4
1009293	200801	50
1009293	212571	20
1009294	177672	1
1009294	184952	7
1009295	177255	41
1009295	236153	14
1009295	236558	1
1009295	242593	439
1009297	170104	92
1009297	258482	92
1009298	163002	4
1009298	173345	25
1009298	173778	52
1009298	177673	63
1009299	238927	21
1009299	247657	2
1009300	241533	17
1009300	246702	61
1009300	262993	2
1009301	248633	82
1009302	181795	167
1009302	235140	89
1009302	247659	10
1009302	251046	28
1009302	251321	133
1009302	252729	48
1009303	183811	497
1009303	210691	22
1009303	268910	1
1009304	207309	3
1009304	213847	3
1009304	244253	83
1009305	219047	24
1009305	244306	22
1009305	250411	113
1009306	217065	43
1009307	172131	71
1009307	199551	5
1009307	262788	4
1009308	185380	182
1009308	241135	19
1009308	262794	2
1009309	187923	75
1009309	212913	4
1009309	252307	147
1009310	174998	66
1009310	237919	79
1009310	238924	19
1009311	211586	21
1009312	246894	225
1009314	180344	204
1009314	198267	41
1009314	241819	10
1009314	244178	1
1009315	181711	1
1009317	183094	134
1009317	192071	68
1009317	259624	25
1009318	219836	10
1009318	234197	11
1009318	240498	4
1009319	178260	42
1009319	210782	6
1009319	235601	182
1009319	260388	1
1009319	262859	17
1009320	173536	6
1009320	195092	45
1009320	218078	145
1009320	219320	10
1009320	244248	13
1009320	244794	364
1009320	245782	68
1009320	258775	53
1009321	164580	12
1009321	186644	234
1009321	203083	3
1009321	260389	37
1009322	261570	37
1009323	175587	12
1009323	260387	112
1009324	192516	143
1009324	194460	127
1009324	247086	92
1009325	251558	181
1009326	191647	45
1009326	202483	32
1009326	222978	11
1009328	174086	33
1009328	247168	2
1009329	215361	27
1009330	195742	108
1009330	212739	8
1009331	192960	16
1009331	250025	624
1009332	166557	23
1009332	247212	1
1009333	171683	35
1009333	172903	40
1009333	178895	54
1009333	191223	84
1009333	247239	54
1009335	185644	88
1009335	193836	59
1009336	210873	7
1009338	197238	34
1009338	212828	3
1009338	262954	1
1009339	248782	264
1009340	167041	38
1009340	185695	91
1009340	230776	4
1009341	184949	13
1009341	193407	16
1009342	169619	26
1009342	170654	15
1009342	190798	111
1009342	239061	85
1009342	247423	22
1009342	262985	1
1009344	162385	12
1009344	207424	7
1009345	233025	1
1009345	262977	5
1009347	202904	12
1009347	237072	497
1009348	219869	14
1009348	222208	21
1009349	236356	372
1009349	239140	48
1009350	190373	39
1009350	201985	5
1009351	216639	13
1009352	179479	26
1009353	212155	22
1009353	224151	14
1009354	166775	17
1009354	239590	153
1009354	260991	57
1009355	240585	45
1009356	181517	301
1009356	195987	45
1009356	247701	213
1009357	177370	49
1009357	194299	16
1009358	189949	107
1009358	233851	1
1009359	245585	35
1009360	165181	1
1009361	164965	14
1009361	234356	41
1009363	182864	44
1009363	262292	30
1009363	263027	1
1009364	161927	19
1009365	249625	193
1009366	189525	28
1009366	201663	27
1009366	220292	26
1009368	268374	5
1009369	242133	210
1009370	180064	82
1009370	237629	16
1009371	186101	78
1009372	174374	12
1009372	217422	24
1009372	241649	15
1009373	172655	43
1009374	189100	154
1009374	194736	154
1009374	202725	2
1009374	220494	11
1009374	235406	1034
1009376	176656	21
1009377	218666	11
1009377	248932	105
1009379	162170	1
1009380	221086	51
1009381	196231	52
1009381	242463	20
1009381	248291	158
1009382	171207	151
1009382	199651	7
1009382	221685	36
1009383	188676	29
1009384	245302	38
1009385	257779	407
1009385	264644	10
1009386	159584	4
1009386	181348	1
1009387	175310	56
1009387	238166	19
1009387	250989	33
1009388	197515	49
1009388	200885	3
1009389	180650	3
1009391	196881	17
1009391	245345	3
1009392	178590	179
1009392	199088	51
1009392	233467	15
1009394	174621	71
1009394	242828	1438
1009394	253664	8
1009395	243162	3
1009396	169192	71
1009397	207581	3
1009397	245387	7
1009398	188260	286
1009398	209644	31
1009398	245304	4
1009398	253888	24
1009399	183349	123
1009401	211847	21
1009402	235008	22
1009402	236559	17
1009403	207614	7
1009403	258886	52
1009403	261896	25
1009404	234515	19
1009404	236559	32
1009404	259959	45
1009405	239269	47
1009406	242666	1
1009406	246433	65
1009406	253717	90
1009407	177125	21
1009407	232998	22
1009407	259527	41
1009408	207580	2
1009409	165341	3
1009409	207615	16
1009409	211473	19
1009410	253588	187
1009411	181238	257
1009412	245306	54
1009413	187846	13
1009414	161337	15
1009414	244538	54
1009414	247763	1
1009417	198188	52
1009417	240072	170
1009418	199467	43
1009418	231553	12
1009418	232567	22
1009418	258118	721
1009419	235573	278
1009421	175671	12
1009421	231220	6
1009422	184463	34
1009422	191993	41
1009422	195012	7
1009422	266870	3
1009424	246694	78
1009425	179784	142
1009425	230887	4
1009425	236116	20
1009426	173626	38
1009426	194380	22
1009426	219548	23
1009426	238289	26
1009426	252700	155
1009427	164672	1
1009429	194240	68
1009430	250363	116
1009432	232953	2
1009432	251515	46
1009433	169512	51
1009433	195662	33
1009434	210722	20
1009435	223477	39
1009436	171771	9
1009436	192882	22
1009436	231896	26
1009437	196517	46
1009437	270050	7
1009438	184799	31
1009438	191145	67
1009439	233641	15
1009441	170737	16
1009441	193759	19
1009442	160507	2
1009442	200710	3
1009443	209936	25
1009443	215291	20
1009444	187822	23
1009444	193545	4
1009444	234162	2
1009444	241764	36
1009445	239359	206
1009446	169713	10
1009448	224063	2
1009448	249206	373
1009449	185084	47
1009449	240810	133
1009449	262081	29
1009450	178286	39
1009450	182401	1093
1009450	247077	57
1009451	260633	1
1009453	238879	47
1009453	250626	169
1009454	190296	21
1009454	197811	50
1009455	160926	1
1009455	244734	45
1009455	260289	64
1009457	199751	17
1009457	210829	13
1009457	238389	3
1009457	254295	145
1009458	247232	2
1009459	214094	61
1009460	175042	1
1009460	245022	106
1009460	248591	145
1009461	178920	53
1009461	263573	1
1009462	216571	32
1009463	186370	29
1009464	222850	56
1009465	167225	8
1009465	180957	391
1009465	185664	22
1009466	234744	337
1009470	189448	52
1009470	220404	16
1009471	247971	1
1009472	172739	14
1009474	163612	6
1009474	187799	51
1009474	263173	2
1009476	249778	91
1009477	207249	2
1009477	247972	1
1009477	249537	81
1009478	210156	4
1009479	195297	114
1009480	173132	63
1009480	179504	98
1009481	221593	19
1009482	176511	16
1009482	185889	67
1009483	165655	18
1009483	262689	35
1009484	164388	20
1009484	196152	20
1009484	217355	9
1009486	243711	291
1009487	173339	6
1009487	188598	53
1009487	213664	561
1009487	218598	27
1009487	233815	23
1009487	235826	107
1009488	166707	7
1009488	174243	2
1009488	221402	8
1009489	243050	4
1009490	182889	141
1009490	197435	18
1009491	177733	144
1009491	212108	13
1009491	241451	23
1009494	168847	16
1009494	196802	45
1009494	247830	152
1009494	250915	79
1009495	170273	68
1009496	186092	11
1009496	202749	20
1009496	262265	9
1009498	194320	15
1009499	177691	31
1009499	180090	7
1009500	176761	21
1009500	207876	11
1009500	213031	9
1009500	259012	20
1009501	187779	17
1009502	242413	47
1009503	203816	11
1009504	183479	1
1009504	199078	17
1009504	215899	105
1009504	231666	5
1009504	233052	40
1009505	172299	50
1009505	219531	2
1009505	251627	1
1009506	194056	84
1009506	240317	8
1009507	211360	14
1009507	237586	42
1009507	248110	132
1009508	162174	10
1009508	173530	68
1009508	214214	102
1009508	254063	4
1009508	260577	38
1009512	203692	7
1009514	252102	369
1009515	183436	187
1009515	212845	13
1009515	268101	2
1009516	176996	23
1009516	181262	1
