		188146
40.688508461	-73.846342476	4
40.688516526	-73.84017287	66
40.688521726	-73.959933439	38
40.688522994	-73.992934014	6
40.688523541	-73.864926925	97
40.688528257	-73.972907221	97
40.688529787	-73.787314821	5
40.688532374	-73.843717371	7
40.688533083	-73.753217942	44
40.688537416	-73.807226259	15
40.688538756	-73.776125858	1
40.688538881	-73.908366399	14
40.688541347	-73.927185246	83
40.688542277	-73.943494432	268
40.688544007	-73.85468991	1
40.688544581	-73.830992335	19
40.688550158	-73.923835416	81
40.688551677	-73.822933264	19
40.688554623	-73.74921537	1
40.688560855	-73.781916772	17
40.688561269	-73.912444568	45
40.688563705	-73.971933632	77
40.688563872	-73.962836111	35
40.688565169	-73.837666695	18
40.68856623	-73.818184332	28
40.688569479	-73.866661241	2
40.688573397	-73.930181661	107
40.688573404	-73.797807691	6
40.68857685	-73.875697458	188
40.688578005	-73.995169627	13
40.688578816	-73.793130893	14
40.688578859	-73.755374069	3
40.688580507	-73.991095033	18
40.688583516	-73.916526347	48
40.688583607	-73.849201735	1
40.688591681	-73.862207983	24
40.688593153	-73.804471232	19
40.688594419	-73.956053517	94
40.68859449	-73.949534164	337
40.688595073	-73.872286299	138
40.688598454	-73.74051068	18
40.688599144	-73.970952829	165
40.688604586	-73.985073283	326
40.688605368	-73.933178078	67
40.68860648	-73.762001521	47
40.688606822	-73.85444097	32
40.688607727	-73.873804334	14
40.688617048	-73.755262148	7
40.688618429	-73.866268106	13
40.68862084	-73.842170257	13
40.688621469	-73.793956501	21
40.688624258	-73.98916951	29
40.688624735	-73.99726822	3
40.688624766	-73.999431723	24
40.68862554	-73.788634257	10
40.688629937	-73.737449188	6
40.688631768	-73.983144153	173
40.688634517	-73.936174501	56
40.688636204	-73.906516469	124
40.688637315	-73.969957601	93
40.688640517	-73.864036045	93
40.688644916	-73.794789379	39
40.688646168	-73.803367688	18
40.688646569	-73.994004936	64
40.688647777	-73.980259478	16
40.688649494	-73.920550382	36
40.68865589	-73.734405743	20
40.688660412	-73.84708493	39
40.688662002	-73.830580972	76
40.688663587	-73.939170927	99
40.688664293	-73.775754035	11
40.688665538	-73.787995895	33
40.688665599	-73.795615054	65
40.688666902	-73.760695986	4
40.688670122	-73.865874965	9
40.688672558	-73.980717412	12
40.688675473	-73.968944342	58
40.688677507	-73.977720957	108
40.688678164	-73.875473706	57
40.688680968	-73.914672822	201
40.688683742	-73.801272578	3
40.688686577	-73.982567204	20
40.688688067	-73.837230088	14
40.688699095	-73.82241363	37
40.688702979	-73.922508291	227
40.688703186	-73.861349562	12
40.6887045	-73.849295213	5
40.688705514	-73.781487204	12
40.688706198	-73.970985235	1
40.688706258	-73.942077197	48
40.688707926	-73.85408377	16
40.688716104	-73.826365595	63
40.688716333	-73.858619908	7
40.68871942	-73.981954202	1
40.688720263	-73.954978892	47
40.688722771	-73.986364148	10
40.688724602	-73.967934684	190
40.688725348	-73.961422531	215
40.688730249	-73.817762	21
40.68873166	-73.754948018	5
40.688731882	-73.757645198	38
40.68873993	-73.928717513	382
40.688741031	-73.841748088	10
40.688741353	-73.848097988	17
40.688743366	-73.944983476	318
40.688748278	-74.000913724	5
40.688748357	-73.727002542	7
40.688749087	-73.778436506	50
40.688750759	-73.851094427	4
40.688753273	-73.908744718	18
40.688753577	-73.765466225	4
40.688754764	-73.747855209	6
40.688756482	-73.997203309	13
40.688757151	-73.81229906	89
40.688759664	-73.728300607	10
40.688760362	-73.980547912	2
40.688763396	-73.819636952	29
40.688764915	-73.920755778	177
40.688768646	-73.98084359	80
40.688768663	-73.798023451	8
40.688770535	-73.839270798	38
40.688772553	-73.808321759	18
40.688773638	-73.951246806	66
40.688775645	-73.912819296	20
40.688779416	-73.830166	29
40.688782188	-73.817628441	43
40.688783147	-73.947893361	64
40.688783739	-73.992807782	193
40.68878541	-73.85676996	34
40.688787337	-73.867544238	36
40.688788924	-73.786441378	17
40.68878982	-73.775378603	3
40.688791267	-73.80475912	10
40.688793771	-73.983573208	64
40.688797879	-73.916901086	44
40.688801126	-73.934710368	229
40.688809999	-73.748010052	11
40.688810959	-73.836789873	27
40.688814226	-73.760266361	6
40.688815122	-73.863141438	20
40.688817717	-73.814101817	118
40.688818238	-73.802869572	7
40.688821962	-73.764009217	8
40.688826305	-73.980951748	7
40.688830887	-73.853647194	16
40.688833256	-73.752401905	31
40.68883412	-73.966968263	50
40.688835452	-73.987647807	70
40.688839128	-73.95717838	146
40.688839988	-73.84386449	9
40.688840256	-73.799725198	45
40.688844344	-73.998908873	36
40.688846509	-73.821893994	21
40.688847094	-74.000095197	19
40.68884878	-73.744436493	2
40.688850178	-73.781061238	14
40.688855786	-73.92118116	26
40.688858808	-73.978488944	113
40.688859301	-73.763479022	8
40.688861214	-73.841322312	5
40.688863203	-73.990900279	7
40.688867478	-73.940659958	127
40.688870297	-73.910969368	67
40.688873698	-73.792268178	63
40.688874254	-73.991859433	25
40.688877271	-73.860043879	150
40.688880338	-73.920961174	20
40.688882082	-73.848663787	14
40.68888229	-73.871402315	162
40.688883841	-73.79332827	6
40.688885081	-73.989937513	86
40.68888639	-73.804203539	81
40.688888514	-73.78834856	4
40.688889551	-73.960005335	220
40.688890234	-73.846529102	14
40.688890756	-73.783650113	11
40.688891533	-73.817346885	57
40.688892676	-73.738320774	3
40.688896828	-73.829751027	57
40.688898125	-73.786123711	2
40.688899389	-73.762952424	5
40.688908644	-73.980926484	28
40.688909192	-73.927256961	123
40.688911389	-73.980930089	487
40.688914085	-73.852168609	1
40.68891449	-73.754446131	3
40.688915261	-73.923907115	49
40.688915916	-73.735280934	17
40.688923839	-73.995003733	15
40.688925254	-73.794997656	12
40.688925884	-73.801621626	13
40.688928355	-73.850466611	10
40.688928461	-73.842320974	6
40.688930879	-73.953146976	336
40.68893147	-73.796955622	29
40.688936588	-73.836346045	13
40.68893669	-73.919107697	101
40.688937206	-73.774952614	2
40.688938495	-73.930253395	56
40.688939886	-73.988945895	38
40.688942411	-73.905041244	194
40.688944565	-73.73224107	3
40.688947184	-73.946476131	210
40.688949112	-73.965980202	51
40.688953846	-73.853210615	12
40.688954138	-73.999280274	15
40.688954535	-73.921090897	3
40.688961556	-73.759840338	8
40.688961829	-73.825503155	67
40.688966132	-73.762043508	10
40.688966659	-73.798235597	9
40.688967662	-73.909119433	21
40.688970465	-73.933249829	42
40.688970591	-73.997974955	41
40.68897253	-73.808086803	8
40.688978936	-73.795859294	29
40.688981488	-73.74486869	5
40.688985061	-73.845602176	31
40.688987277	-73.913194027	28
40.688989378	-73.805047009	3
40.688993042	-73.874762763	31
40.688993097	-73.849597454	27
40.688993136	-73.802421928	12
40.688993921	-73.821374356	41
40.688996446	-73.845905042	20
40.688997584	-73.780635261	6
40.688998086	-73.788229218	4
40.688999542	-73.848234422	1
40.688999611	-73.936246269	101
40.688999833	-73.765086743	12
40.689000876	-73.817065328	38
40.689001396	-73.945026533	4
40.68900458	-73.785806054	126
40.689011494	-73.829336059	48
40.689012241	-73.917275829	33
40.689014908	-73.855918483	41
40.689016056	-73.865953598	25
40.689016177	-73.984135667	284
40.689021971	-73.811429299	84
40.689022473	-73.729172157	19
40.689022907	-73.849305311	1
40.689025874	-73.84947478	7
40.689027067	-73.834358991	123
40.689027315	-73.838393954	22
40.689027417	-73.986158552	700
40.689028728	-73.921213409	40
40.689031425	-73.939242708	56
40.689032011	-73.756793122	34
40.689034559	-73.754117553	10
40.68903941	-73.843168091	21
40.689040888	-73.861428189	14
40.689048256	-73.958616984	1019
40.689048596	-73.858738197	4
40.689050433	-73.847282359	9
40.689052975	-73.818767155	55
40.689053463	-73.921260256	1
40.689059476	-73.835905828	12
40.689061354	-73.964999351	175
40.689062253	-73.907269497	121
40.689067576	-73.979397553	75
40.689069529	-73.741273293	23
40.689071349	-73.942148997	62
40.689072162	-74.000758676	1
40.689080943	-73.921307099	30
40.689082283	-73.85276681	31
40.689084591	-73.774526624	2
40.689085346	-73.955050763	81
40.689093544	-73.806593624	85
40.689095496	-73.870612218	159
40.689097532	-73.925616087	524
40.689099575	-73.997041032	13
40.689104311	-73.840463536	23
40.689104868	-73.992656302	14
40.689105062	-73.851270325	9
40.689106132	-73.759410718	7
40.689106963	-73.915425902	199
40.689108285	-73.786963207	33
40.68911015	-74.010079834	3
40.689111202	-73.945058895	111
40.689112668	-73.803301406	22
40.689113227	-73.808515496	1
40.689120276	-73.790504137	82
40.68912663	-73.816747666	90
40.689128908	-73.82892469	19
40.689133952	-73.793515	2
40.689135539	-73.727073075	2
40.689136672	-73.982256983	21
40.689137039	-73.931789287	313
40.68913766	-73.990651436	22
40.689138642	-73.858305302	13
40.689141332	-73.820854715	32
40.689141467	-73.951318654	75
40.689142239	-73.780205685	23
40.689150981	-73.947968797	45
40.689152486	-73.867626447	9
40.689152822	-73.863220074	4
40.689154133	-73.990705522	27
40.689154656	-73.794347893	22
40.689155409	-73.739192366	2
40.689155428	-73.751607415	23
40.689155776	-73.981561046	293
40.689156815	-73.905419555	53
40.689164388	-73.931623388	1
40.689167996	-73.992623841	17
40.689168032	-73.80197428	5
40.689168157	-73.764181073	1
40.689172282	-73.764855358	2
40.689179305	-73.909494156	39
40.689181884	-73.995937632	38
40.689184162	-73.736152493	24
40.689185103	-73.835461996	8
40.689187539	-73.785300643	16
40.689193509	-73.845486306	24
40.689198075	-73.93778218	211
40.689201473	-73.957275506	21
40.689201653	-73.913572365	44
40.689203716	-73.753640953	12
40.689207336	-73.733109034	2
40.689207975	-73.852323009	9
40.689209503	-73.805367289	49
40.689209689	-73.957225019	54
40.689210304	-73.782805301	54
40.689218058	-73.79144857	134
40.689222484	-73.798555745	26
40.68922337	-73.957109621	2
40.689226602	-73.917650574	59
40.689231356	-73.998926896	1
40.68923269	-73.840012494	21
40.689235834	-73.98469813	24
40.68923705	-73.956994225	1
40.689238833	-73.842475294	7
40.689239591	-73.998948531	14
40.689241313	-73.795227461	17
40.689244172	-73.745740308	4
40.689245044	-73.84502824	19
40.689246322	-73.828513318	24
40.689252103	-73.983266596	99
40.689252356	-73.804739741	8
40.689252767	-73.988722279	17
40.689253451	-73.758981087	3
40.689253951	-73.824471109	75
40.689255868	-73.866829344	48
40.689255949	-73.994841443	16
40.689257367	-73.785949477	20
40.689260873	-73.855070571	92
40.68926708	-73.86236164	32
40.689272367	-73.820396416	23
40.689272458	-73.943641654	248
40.689274293	-73.92732868	6
40.689275855	-73.837517123	31
40.689275978	-73.849726627	6
40.689276345	-73.980345833	10
40.689279705	-73.816350598	17
40.689279711	-73.816354204	2
40.68928311	-73.923982419	99
40.689283509	-73.999125217	36
40.689284036	-73.810555936	73
40.68928512	-73.809549891	33
40.689285275	-73.730043716	8
40.689289028	-73.956532639	81
40.689289077	-73.748689754	3
40.68928953	-73.796103542	19
40.689289635	-73.7797761	5
40.689289806	-73.921689076	319
40.689291988	-73.803834548	19
40.689299061	-73.911722425	167
40.689300431	-73.869793287	194
40.689304406	-73.84838157	10
40.689305644	-73.833395528	93
40.689306338	-73.930325128	96
40.689307919	-73.87405542	74
40.689309788	-73.816282003	39
40.689310144	-73.753352089	2
40.689313805	-73.857897466	7
40.689316277	-73.993683952	37
40.689330153	-73.949681448	675
40.689332061	-73.985949347	133
40.689332147	-73.755948248	18
40.689333668	-73.851882814	29
40.689335504	-73.80040883	67
40.689335561	-73.933321581	53
40.689338019	-73.742274689	1
40.689343748	-73.956071052	12
40.689347473	-73.80418055	7
40.689361066	-73.839561452	8
40.689361963	-73.936321645	39
40.689361989	-73.866032232	27
40.689365396	-73.919853594	149
40.689366473	-73.828098332	24
40.689367208	-73.982098263	37
40.689368599	-74.000614444	14
40.68936862	-73.776609867	38
40.689368812	-73.957026593	25
40.689370495	-73.78479523	2
40.68937396	-73.905794259	57
40.689380006	-73.847433051	1
40.689381335	-73.861506811	15
40.689382184	-73.773717898	1
40.689383419	-73.807591614	16
40.689383699	-73.846084442	10
40.689384054	-73.793698126	18
40.689384422	-73.742159121	4
40.689389518	-73.923023134	79
40.689393691	-73.909868877	25
40.689394762	-73.817936872	4
40.689398031	-73.758555068	10
40.689398461	-73.95559504	36
40.689398932	-73.857929737	20
40.689399264	-73.939318096	19
40.689400661	-73.819941729	18
40.689405478	-73.981117453	414
40.689409841	-73.803733236	16
40.689410092	-73.727104404	3
40.68941468	-73.840614242	67
40.689416027	-73.913947098	31
40.689419112	-73.865588594	17
40.689420166	-73.873791979	28
40.68942044	-73.991534838	259
40.689421736	-73.918007314	1
40.689423657	-73.740078368	4
40.689427644	-73.787485041	6
40.689429626	-73.80568757	2
40.689429976	-73.921962958	1
40.689432866	-73.863284405	12
40.68943423	-73.992494	153
40.689434278	-73.779342915	14
40.689436442	-73.942224403	56
40.689439015	-73.985217331	104
40.689439922	-73.996875146	19
40.689440962	-73.91802532	80
40.689443935	-73.981297736	47
40.689446912	-73.73702408	15
40.689447804	-73.990467493	27
40.68945298	-73.98722941	163
40.689453173	-73.955122632	264
40.689453908	-73.808712843	8
40.689457423	-73.815917402	82
40.689458351	-73.750798566	28
40.689458437	-74.013058346	4
40.68945936	-73.851442617	12
40.689460231	-73.752944067	12
40.689460241	-73.968078565	32
40.689464295	-73.92402909	1
40.689465834	-73.854359766	32
40.689468616	-73.968590597	18
40.689470409	-73.797502076	36
40.689472652	-73.749799679	28
40.689472854	-73.733980599	2
40.689472875	-73.928864571	174
40.689475563	-73.798875906	6
40.689475646	-73.999799516	21
40.68947699	-73.969106235	39
40.689478973	-73.865141343	16
40.689479034	-73.945127104	59
40.689481941	-73.867697911	41
40.689482708	-73.844191122	26
40.689483393	-73.989407358	7
40.689483882	-73.827686959	30
40.689486711	-73.83912123	26
40.689491039	-73.908018925	222
40.689491715	-73.857493227	35
40.689496339	-73.969618261	87
40.689498668	-73.922071054	423
40.689500416	-73.789745705	62
40.689503885	-73.752821305	17
40.689506554	-73.951394111	111
40.689510159	-73.786096507	8
40.689511178	-73.760159283	20
40.689512567	-73.784445	21
40.689513779	-73.991772814	1
40.689514359	-73.764356539	15
40.689515002	-73.967598956	23
40.689515688	-73.970133893	23
40.689518018	-73.72747537	7
40.689518071	-73.804428855	1
40.689518813	-73.948040627	62
40.689524383	-73.83663668	44
40.689525043	-73.998577121	9
40.68952623	-73.819501471	24
40.689528769	-73.793275788	7
40.689529839	-73.781956874	38
40.689531319	-73.934857494	106
40.689532286	-73.97063871	62
40.689532294	-73.777503582	121
40.689535696	-73.916175383	212
40.689536093	-73.864697702	26
40.68953745	-73.982527317	414
40.689541156	-73.84683771	8
40.689545348	-73.758125432	6
40.689548071	-73.73091528	9
40.689550963	-73.746701915	6
40.68955153	-73.823424616	75
40.689551627	-73.971143526	74
40.689560116	-73.795457259	6
40.689560232	-73.955155013	1
40.689565651	-73.988513085	6
40.689567811	-73.832478977	121
40.68956976	-73.96711574	34
40.689570964	-73.97164113	39
40.689571706	-73.998717749	2
40.689572726	-73.796376725	57
40.689574916	-73.817305348	28
40.689576398	-73.868689345	206
40.689578928	-73.778913334	11
40.689581755	-73.857060327	8
40.689585613	-73.906168972	71
40.689590299	-73.972138735	38
40.689590804	-73.994679152	9
40.689595955	-73.864254056	18
40.689598846	-73.859797165	91
40.689599744	-73.843462456	17
40.68959985	-73.849718686	9
40.689600344	-73.76212418	38
40.689600407	-73.940807147	271
40.689601286	-73.827271977	21
40.689602579	-73.807338568	6
40.689607797	-73.815549185	38
40.689608076	-73.910243599	23
40.689609274	-73.848532325	1
40.689609631	-73.972632734	42
40.689610295	-73.752525227	16
40.689612354	-73.838681008	10
40.689619688	-73.775862605	21
40.689622454	-73.960149132	717
40.689624514	-73.966625313	25
40.689625942	-73.727846338	5
40.689628757	-73.850840054	23
40.689628961	-73.973126734	76
40.689630401	-73.914325441	23
40.689632271	-73.755099762	20
40.689635208	-73.763057985	46
40.689637924	-73.786907426	33
40.689638186	-73.847562272	27
40.689639394	-73.927404006	39
40.689639449	-73.985740141	68
40.689641321	-73.802665208	2
40.689641573	-73.843945549	71
40.689646073	-73.858019358	56
40.68964748	-73.818062388	8
40.689648211	-73.924054122	426
40.689651033	-73.973620731	31
40.689651799	-73.819061211	9
40.689653059	-73.863799597	20
40.689654032	-73.997643191	66
40.68965532	-73.91840007	42
40.689657398	-73.78410197	11
40.689658014	-73.80602586	8
40.689661048	-73.953294304	256
40.689665764	-73.744004258	22
40.689667779	-74.000470212	18
40.689670358	-73.974111126	31
40.689671438	-73.93040047	88
40.68967349	-73.792857055	20
40.68967454	-73.856627421	21
40.689677412	-73.904319018	42
40.689680556	-73.786214956	14
40.689682011	-73.966134882	45
40.689688705	-73.8661073	37
40.689689682	-73.974608732	22
40.689692606	-73.805380302	17
40.689692662	-73.757695794	15
40.689694168	-73.984384313	297
40.689694652	-73.740967971	1
40.689697719	-73.992364158	82
40.689700656	-73.933393334	42
40.689704198	-73.951444449	1
40.689706259	-73.975106339	63
40.689706909	-73.737895686	16
40.68970769	-73.982956374	81
40.689709029	-73.853501029	60
40.689713901	-73.748406892	3
40.689715756	-73.922442208	147
40.689716048	-73.846256758	1
40.68971683	-73.803483526	51
40.689718688	-73.826856994	26
40.689719032	-73.861581833	30
40.689719454	-73.787952878	79
40.689722309	-73.84076856	13
40.689725074	-73.912471887	132
40.68972558	-73.975603946	7
40.689729528	-73.873066606	28
40.689729802	-73.936393412	57
40.689731412	-73.799210484	18
40.689732874	-73.734852193	2
40.689735453	-73.804749144	20
40.689735843	-73.793953057	8
40.689736767	-73.965662481	16
40.689738002	-73.83824439	22
40.689738725	-73.990168162	15
40.689739953	-73.778436819	15
40.689744388	-73.747288944	26
40.689744899	-73.976105159	46
40.689748112	-73.759267771	12
40.689752505	-73.808362213	19
40.689755067	-73.816673821	4
40.689755976	-73.728282123	3
40.689757642	-73.752120818	3
40.689764214	-73.976602765	7
40.689764356	-73.939389882	40
40.689767317	-73.856190906	12
40.689772899	-73.835752624	55
40.689774627	-73.818624563	29
40.689777524	-73.996712864	12
40.689780783	-73.977100374	74
40.689787045	-73.981384181	1
40.689791521	-73.96519008	46
40.689794103	-73.920606713	88
40.689797334	-73.977518653	448
40.689798581	-73.752012488	10
40.68980001	-73.906543685	52
40.689801532	-73.942296205	20
40.689810859	-73.731786853	11
40.689811396	-73.867769375	5
40.689813884	-73.977940538	18
40.689818256	-73.955194505	87
40.689819067	-73.831612927	135
40.689820267	-73.983234001	145
40.689822463	-73.910621931	37
40.689822502	-73.794832632	21
40.68982272	-73.807673282	88
40.689824637	-73.741403782	9
40.689824994	-73.925766723	248
40.689827673	-73.978283094	22
40.689828003	-73.801092479	75
40.689829532	-73.783683127	7
40.689832271	-73.815177156	25
40.689833942	-73.802949505	14
40.689836841	-73.812909025	8
40.689837237	-73.757269772	3
40.689838716	-73.978625651	73
40.689838811	-73.826427579	66
40.689839203	-73.863377325	14
40.689843531	-73.964728497	6
40.689844772	-73.91470018	44
40.689846367	-73.822385333	50
40.689846643	-73.781119266	95
40.689846867	-73.945198919	36
40.689847537	-73.784501611	3
40.689848208	-73.786333414	14
40.689848414	-73.792445437	15
40.689850085	-73.8500715	35
40.689850404	-73.982862585	29
40.689851597	-73.995613061	50
40.689855267	-73.979069173	24
40.689860892	-73.837800565	6
40.689865393	-73.998414847	17
40.689867932	-73.795683488	38
40.68986968	-73.918778428	68
40.689869978	-73.931932773	242
40.689870172	-73.763864876	8
40.689871639	-73.951465963	99
40.689871815	-73.979512693	18
40.689876071	-73.842805532	48
40.689876571	-73.855761567	20
40.689878533	-73.988300282	32
40.689882395	-73.803998684	15
40.6898839	-73.948112461	3
40.689888755	-73.728717898	5
40.689889138	-73.806360538	4
40.689891109	-73.979970637	58
40.689893213	-73.858108979	9
40.689898285	-73.964270519	7
40.689900197	-73.818187906	18
40.689905775	-73.9864216	177
40.689905898	-73.848675887	3
40.689907657	-73.980432189	21
40.689911709	-73.775007021	28
40.689914783	-73.86697587	50
40.689917076	-73.908768367	146
40.689920169	-73.994520466	22
40.689922731	-73.838835312	18
40.689924207	-73.980915376	6
40.689925554	-73.777895315	50
40.689926846	-73.751669448	24
40.689928463	-73.74487949	54
40.689929386	-73.87260467	93
40.689929651	-73.754254885	34
40.689931009	-73.937929338	187
40.68993284	-73.922809758	31
40.689938022	-73.981477894	610
40.689940769	-73.98148871	3
40.689947906	-73.813694803	16
40.689947971	-73.862518896	30
40.689949528	-73.852685565	52
40.689954621	-73.741839595	2
40.689955584	-73.805073031	5
40.689961672	-73.825994549	50
40.689961679	-73.916924878	164
40.68996598	-73.846375176	20
40.689968325	-73.982173826	42
40.689969638	-73.738763681	25
40.689972258	-73.993362965	203
40.689974098	-73.76502201	1
40.689974155	-73.796768544	72
40.68997908	-73.839877285	40
40.689984514	-73.799545071	11
40.689984549	-73.75684013	30
40.689986535	-73.837363943	19
40.68998753	-73.960210214	1
40.689989959	-73.749130641	18
40.68999716	-73.94381052	1
40.690001132	-73.735727366	4
40.690001673	-73.783267888	11
40.690004867	-73.786444695	18
40.690005209	-73.840904909	10
40.690007239	-73.927475724	182
40.690007777	-73.963322105	11
40.690007786	-73.816799333	10
40.690008127	-73.943785269	263
40.690008517	-73.788420729	5
40.690009641	-73.983136592	1
40.690013316	-73.92412943	45
40.690014406	-73.9069184	67
40.690015215	-73.983720749	14
40.690015293	-73.758404991	15
40.690015423	-73.866185974	9
40.690017205	-73.796278008	1
40.690018778	-73.855346579	14
40.690018786	-73.729153687	4
40.690020593	-73.792033825	32
40.690024154	-73.989865224	22
40.690026458	-73.761123818	39
40.690026563	-73.803233803	19
40.690027081	-73.992209067	336
40.690031734	-73.970249052	1
40.690031772	-73.92298994	56
40.690033715	-73.815847299	47
40.690036845	-73.910996658	40
40.69003928	-73.930472204	67
40.690042272	-73.841907267	210
40.690042672	-73.983789256	182
40.69004679	-73.849367904	24
40.690048363	-73.808015193	5
40.690053912	-73.830790184	86
40.690053989	-73.861660468	17
40.690054001	-73.814805131	29
40.690056109	-73.798106093	53
40.690056565	-73.777512651	2
40.690059141	-73.91507492	38
40.690059943	-73.991156135	35
40.690060324	-73.949825134	234
40.690063012	-73.847099743	7
40.690067991	-73.962788396	36
40.690068499	-73.93346869	137
40.690071139	-73.760171694	2
40.690073383	-73.923649774	43
40.690074183	-73.751261429	2
40.690076378	-73.732654814	26
40.690076656	-73.956214806	51
40.690080353	-73.817556378	19
40.69008181	-73.990041904	1
40.690084039	-73.919156788	34
40.690084893	-73.794211605	1
40.690090075	-73.742268176	7
40.690093669	-73.827984674	41
40.690095435	-73.988967339	1
40.690096008	-73.751200047	4
40.690098276	-73.786491273	5
40.690100387	-73.936468784	37
40.690101719	-73.957170358	52
40.69010602	-73.98542272	183
40.690106415	-73.988970943	708
40.690107312	-73.872168013	11
40.690108961	-73.90506843	129
40.690109109	-73.825478517	65
40.690112172	-73.836923713	5
40.690112381	-73.996550582	15
40.690114523	-73.962391718	1
40.690118153	-73.812050025	11
40.690119886	-73.854989374	12
40.690123019	-73.806702421	25
40.690127509	-73.850225932	3
40.690129121	-73.756414102	5
40.690129448	-73.939461669	17
40.690130704	-73.923170121	69
40.690138723	-73.748124026	3
40.690143934	-73.821342428	75
40.690149086	-73.867840825	49
40.690149375	-73.806053278	8
40.69015156	-73.729589466	5
40.690152502	-73.98407049	60
40.690153828	-73.913224962	147
40.690155579	-73.759861279	6
40.690156036	-73.786555995	10
40.690157244	-73.791708866	7
40.690160512	-73.727566498	7
40.690163434	-73.780278045	26
40.69016937	-73.942371612	47
40.690171019	-73.847824287	26
40.690172095	-73.987103065	13
40.690174155	-73.863452363	40
40.690176549	-73.782849031	23
40.690177693	-73.988098299	2
40.690178494	-73.79590971	20
40.690183338	-73.955266378	20
40.690183967	-73.805407716	30
40.690191121	-73.745740303	16
40.690192683	-73.851805181	43
40.69019408	-73.796962595	4
40.690196078	-73.84197902	20
40.690198476	-73.777090283	3
40.690199639	-73.753438947	46
40.690201253	-73.788748258	36
40.690202528	-73.848823056	2
40.690202747	-73.757484797	7
40.690202998	-73.998252573	1
40.690205151	-73.750900347	10
40.690206519	-73.77417666	22
40.690208563	-73.929008023	213
40.690210594	-73.857289759	32
40.690211958	-73.945274343	91
40.69021732	-73.921367059	139
40.690222736	-73.858230879	55
40.690223239	-73.763373218	6
40.690223604	-73.960278586	50
40.690223741	-73.854635766	5
40.690225537	-73.742700365	3
40.690225566	-73.829931536	194
40.690226056	-73.90729312	81
40.690226637	-73.984254374	166
40.690227696	-73.785239599	44
40.690229656	-73.846507988	1
40.690233101	-73.83898601	8
40.690234555	-73.762204854	28
40.690235581	-73.973234667	1
40.690235882	-73.842984981	9
40.69023761	-73.799876057	69
40.690237807	-73.836483483	31
40.690239469	-73.951537813	53
40.690240642	-73.739653287	15
40.690240795	-73.95479757	67
40.690242634	-73.850106678	2
40.690243158	-73.961277415	2
40.690246789	-73.994361778	21
40.690248988	-73.948187901	94
40.690249456	-73.803564892	2
40.690250273	-73.845505493	68
40.690250409	-73.742775994	10
40.69025123	-73.911374995	70
40.690254684	-73.811616927	8
40.690256543	-73.824962482	23
40.690257766	-73.816928459	13
40.690263876	-73.736595358	4
40.690267001	-73.935004618	338
40.690268102	-73.923407953	80
40.69027156	-73.859997682	74
40.690273512	-73.91545327	25
40.690273692	-73.755988073	7
40.690275297	-73.742858834	8
40.690284332	-73.730025247	3
40.690285236	-73.871731354	92
40.690293894	-73.791383904	15
40.690295504	-73.954325156	14
40.690295649	-73.919531548	77
40.690297132	-73.763268384	6
40.69030077	-73.984434654	36
40.690311439	-73.814451034	123
40.690317734	-73.801765328	93
40.690322649	-73.804639246	15
40.690323101	-73.987496083	44
40.690324021	-73.776722056	8
40.690325473	-73.848390066	36
40.690326494	-73.997318633	1
40.690330592	-73.940954341	259
40.690331225	-73.827158302	35
40.690333033	-73.843781663	38
40.690339163	-73.733530005	36
40.690342453	-73.83480286	5
40.690343972	-73.854210003	21
40.690345855	-73.90952142	111
40.69035023	-73.787669609	17
40.690351423	-73.782430172	34
40.690353699	-73.992053974	40
40.690354429	-73.761771713	6
40.690355358	-73.960292931	83
40.690355687	-73.984596908	1
40.690355863	-73.866261015	54
40.690356899	-73.807044308	8
40.690360695	-73.836043257	14
40.690362628	-73.759117709	11
40.690365017	-73.841080741	87
40.690367239	-73.989738964	7
40.690368281	-73.763163559	3
40.690377651	-73.743215429	1
40.690377828	-73.927547439	43
40.690378277	-73.815049434	4
40.690380603	-73.816502622	1
40.690384921	-73.917685203	50
40.690388815	-73.78924889	8
40.690389862	-73.760329208	31
40.690390678	-73.750384003	2
40.690391207	-73.811180224	13
40.690393988	-73.789075787	5
40.690394431	-73.861735486	31
40.690396157	-73.85642033	27
40.690397337	-73.871341697	8
40.690397638	-73.924211929	25
40.690400952	-73.794441409	12
40.690403271	-73.820433035	124
40.690403963	-73.824439234	45
40.690404378	-73.930543943	159
40.690404614	-73.959860189	78
40.690406884	-73.72844895	5
40.690408243	-73.923645785	43
40.69041151	-73.810174108	27
40.690412349	-73.805742402	6
40.690413026	-73.946767036	214
40.690413998	-73.79715304	8
40.690417104	-73.730461029	3
40.690417898	-73.903596768	17
40.690418269	-73.755565649	5
40.690435308	-73.984769974	752
40.690435738	-73.813239091	27
40.690436342	-73.933544049	64
40.690439004	-73.996391904	11
40.690440449	-73.90766784	76
40.690440838	-73.795259837	40
40.690441257	-73.789407385	2
40.69044956	-73.776350224	6
40.69045139	-73.802875562	40
40.69045141	-73.952969216	104
40.690454172	-73.838091202	10
40.690456614	-73.959431051	36
40.690459523	-73.793427959	67
40.690460398	-73.829108783	79
40.690462865	-73.911749731	21
40.690464206	-73.853787846	35
40.690465481	-73.936540554	35
40.690466081	-73.7909795	28
40.690469552	-73.752590551	15
40.690469584	-73.803885172	32
40.690472561	-73.79612156	45
40.690474361	-74.044527563	2
