,year,month,weeknum,weekday,freq_complian,freq_motor
1762,2015,11,48,2,1321,733
1763,2008,11,48,7,1085,
1764,2009,7,29,3,1628,
1765,2009,2,7,4,1536,
1766,2007,3,12,2,1551,
1767,2006,5,22,1,1215,
1768,2010,1,3,4,1581,
1769,2006,1,4,5,1420,
1770,2012,12,51,3,1416,590
1771,2009,10,44,3,1441,
1772,2008,6,25,1,1604,
1773,2009,5,20,6,1375,
1774,2011,1,4,6,1220,
1775,2009,11,47,3,1552,
1776,2014,4,18,2,1365,555
1777,2015,6,25,6,1289,505
1778,2015,12,49,6,1283,629
1779,2006,12,49,7,1258,
1780,2015,4,16,5,1444,679
1781,2009,2,8,7,1098,
1782,2007,3,11,1,1503,
1783,2014,10,42,6,1576,493
1784,2007,8,34,3,1580,
1785,2015,11,46,2,1289,756
1786,2014,12,52,4,700,303
1787,2013,10,43,2,1465,540
1788,2009,11,48,2,1561,
1789,2007,2,8,3,1518,
1790,2012,11,46,5,1371,672
1791,2014,4,17,5,1439,617
1792,2012,12,1,1,1099,482
1793,2012,3,11,4,1461,
1794,2006,6,26,4,1598,
1795,2007,4,14,7,1001,
1796,2011,8,34,5,1351,
1797,2014,7,29,6,1389,480
1798,2013,9,37,5,1474,652
1799,2006,12,52,6,1151,
1800,2012,4,16,4,1538,
1801,2014,5,22,5,1461,650
1802,2015,6,24,1,1419,634
1803,2006,9,37,6,1385,
1804,2008,5,22,3,1685,
1805,2011,11,46,4,1440,
1806,2015,2,6,5,1198,652
1807,2007,3,13,5,1517,
1808,2010,11,46,3,1545,
1809,2011,8,31,4,1478,
1810,2013,7,29,5,1452,697
1811,2014,3,11,4,1333,545
1812,2006,6,22,4,1656,
1813,2013,3,9,5,1343,603
1814,2014,9,36,7,1330,477
1815,2011,6,24,7,1291,
1816,2013,11,47,3,1407,607
1817,2009,5,21,1,1443,
1818,2012,10,42,2,1484,602
1819,2015,1,1,5,1009,442
1820,2015,8,35,6,1349,539
1821,2009,12,51,2,1515,
1822,2014,2,8,4,1379,556
1823,2014,8,34,3,1645,551
1824,2006,11,46,4,1552,
1825,2006,12,50,1,1582,
1826,2011,5,18,7,1036,
1827,2011,1,1,2,1496,
1828,2006,1,4,4,1507,
1829,2008,2,8,7,1129,
1830,2013,1,3,2,1379,516
1831,2013,12,49,5,1468,759
1832,2011,2,7,5,1533,
1833,2008,3,10,6,1249,
1834,2011,2,7,3,1537,
1835,2010,2,8,1,1285,
1836,2011,1,4,7,1022,
1837,2014,4,18,3,1098,651
1838,2015,10,44,2,1338,631
1839,2014,6,26,5,1474,660
1840,2010,7,30,6,1323,
1841,2010,6,24,5,1577,
1842,2010,8,31,6,1371,
1843,2008,1,2,6,1501,
1844,2010,5,19,3,1493,
1845,2006,7,30,6,1396,
1846,2015,4,14,4,1438,653
1847,2015,9,38,7,1376,556
1848,2009,3,10,1,863,
1849,2015,5,18,5,1390,642
1850,2009,11,48,3,1429,
1851,2011,12,48,4,1524,
1852,2006,6,24,5,1618,
1853,2013,11,47,2,1386,600
1854,2009,7,27,4,1473,
1855,2008,3,12,6,1394,
1856,2009,10,41,3,1542,
1857,2008,9,36,6,1217,
1858,2015,9,39,2,1527,571
1859,2006,4,14,7,1238,
1860,2007,5,19,6,1438,
1861,2012,1,3,5,1465,
1862,2008,8,34,3,1618,
1863,2006,8,31,6,1406,
1864,2012,9,37,7,1188,458
1865,2014,12,51,6,1146,505
1866,2011,7,28,7,1320,
1867,2009,2,5,7,1109,
1868,2008,7,27,7,1221,
1869,2013,5,21,4,1442,735
1870,2006,9,37,7,1326,
1871,2012,9,38,4,1513,522
1872,2010,5,21,3,1556,
1873,2007,5,22,1,1255,
1874,2011,1,2,1,1264,
1875,2008,4,16,1,1451,
1876,2012,12,51,2,1361,645
1877,2012,1,4,6,1441,
1878,2011,4,14,6,1365,
1879,2007,1,1,2,1630,
1880,2009,6,25,5,1519,
1881,2010,1,2,6,1361,
1882,2009,6,25,3,1526,
1883,2013,6,25,1,1499,614
1884,2012,10,42,3,1532,615
1885,2010,3,11,1,1326,
1886,2006,1,3,1,1197,
1887,2013,6,25,7,1249,505
1888,2015,1,1,4,1040,395
1889,2015,8,35,7,1252,563
1890,2006,1,3,7,1189,
1891,2015,7,30,5,1477,490
1892,2011,10,41,5,1376,
1893,2012,3,13,5,1417,
1894,2010,7,26,6,1265,
1895,2009,6,26,2,1709,
1896,2009,3,11,2,1521,
1897,2013,6,26,4,1514,598
1898,2011,12,51,1,1192,
1899,2008,9,39,5,1472,
1900,2012,11,45,3,846,718
1901,2006,6,25,6,1292,
1902,2013,7,28,7,1298,471
1903,2007,6,23,1,1421,
1904,2007,5,20,5,1612,
1905,2012,3,10,6,1215,
1906,2007,5,20,3,1646,
1907,2013,1,2,1,1289,521
1908,2009,4,14,6,1268,
1909,2013,5,19,2,1579,592
1910,2014,2,7,6,1157,516
1911,2014,5,21,3,1603,575
1912,2014,11,48,2,1351,599
1913,2012,12,50,7,1117,500
1914,2010,12,49,6,1325,
1915,2013,1,3,4,1478,491
1916,2006,9,36,4,1623,
1917,2010,5,20,6,1412,
1918,2009,7,31,4,1580,
1919,2006,12,48,7,1271,
1920,2009,12,53,3,1466,
1921,2014,2,6,1,1105,960
1922,2008,4,18,3,1472,
1923,2012,6,24,7,1162,
1924,2009,9,40,1,1362,
1925,2009,6,23,3,1533,
1926,2015,2,9,3,1273,628
1927,2010,1,1,5,1444,
1928,2006,3,11,5,1490,
1929,2007,1,2,3,1586,
1930,2007,9,36,3,1689,
1931,2015,9,37,4,1313,716
1932,2008,1,3,5,1620,
1933,2012,6,23,4,1487,
1934,2015,9,37,2,1476,795
1935,2013,1,2,7,1216,373
1936,2011,12,49,5,1494,
1937,2015,2,7,5,1107,757
1938,2009,8,35,3,1661,
1939,2011,12,49,3,1355,
1940,2008,2,6,5,1563,
1941,2010,12,50,5,1419,
1942,2013,11,46,7,1283,532
1943,2012,8,32,7,1428,505
1944,2009,4,17,7,1270,
1945,2015,8,34,4,1456,600
1946,2008,8,33,6,1426,
1947,2007,5,18,3,1718,
1948,2008,1,4,6,1335,
1949,2008,12,50,7,1109,
1950,2011,12,50,2,1416,
1951,2007,2,6,6,1258,
1952,2013,3,13,2,1380,425
1953,2009,11,47,6,1410,
1954,2015,12,52,2,1284,699
1955,2008,11,46,6,1300,
1956,2012,3,9,5,1440,
1957,2012,9,39,1,1377,562
1958,2015,1,5,4,1159,519
1959,2015,1,5,2,741,188
1960,2014,8,34,5,1312,568
1961,2007,1,3,4,1578,
1962,2008,4,15,6,1441,
1963,2011,4,15,5,1483,
1964,2009,6,27,1,1494,
1965,2014,8,33,6,1457,490
1966,2015,6,25,3,1501,706
1967,2007,5,21,6,1331,
1968,2012,3,11,1,1422,
1969,2006,12,49,2,1513,
1970,2014,6,26,3,1522,645
1971,2011,10,42,6,1368,
1972,2012,7,30,2,1544,574
1973,2015,2,8,6,1086,517
1974,2009,3,10,7,1167,
1975,2006,9,35,7,1211,
1976,2007,12,49,5,1507,
1977,2014,12,52,1,1066,566
1978,2013,10,43,7,1246,512
1979,2010,7,27,5,1529,
1980,2012,7,30,4,1457,604
1981,2012,10,40,5,1601,693
1982,2015,10,41,7,1248,559
1983,2006,1,1,1,1326,
1984,2008,2,7,6,1372,
1985,2013,7,27,2,1507,601
1986,2009,5,19,4,1472,
1987,2012,1,3,3,1417,
1988,2009,4,16,4,1340,
1989,2006,7,27,5,1603,
1990,2011,10,39,7,1139,
1991,2010,7,28,6,1389,
1992,2009,3,13,4,1429,
1993,2008,11,45,5,1577,
1994,2011,12,52,4,1330,
1995,2010,10,41,4,1574,
1996,2009,10,42,6,1364,
1997,2012,12,49,4,1325,620
1998,2012,12,49,2,1406,621
1999,2007,7,30,3,1756,
2000,2012,9,38,2,1328,556
2001,2006,10,43,2,1574,
2002,2006,6,24,3,1710,
2003,2009,5,22,7,1210,
2004,2011,1,2,7,1115,
2005,2014,6,24,1,1360,528
2006,2014,2,5,6,1332,507
2007,2015,7,27,6,1208,389
2008,2011,1,3,2,1238,
2009,2008,10,44,5,1473,
2010,2015,9,36,7,1242,504
2011,2011,2,6,2,1377,
2012,2010,4,13,4,1455,
2013,2010,6,25,6,1455,
2014,2013,11,45,4,1441,646
2015,2012,8,33,4,1558,613
2016,2013,11,45,2,1314,510
2017,2014,10,43,4,1286,639
2018,2015,11,47,4,1331,797
2019,2013,11,48,5,1311,436
2020,2012,1,1,1,1085,
2021,2013,11,48,3,1229,742
2022,2012,7,29,1,1427,528
2023,2013,10,42,4,1579,574
2024,2012,9,37,1,1396,637
2025,2006,2,8,5,1299,
2026,2014,6,25,2,1504,666
2027,2013,3,12,1,1264,623
2028,2009,11,46,1,1411,
2029,2007,2,7,3,978,
2030,2013,3,12,7,1122,451
2031,2008,9,39,3,1644,
2032,2015,2,9,5,1254,703
2033,2015,10,40,4,1333,683
2034,2008,5,20,4,1528,
2035,2013,12,50,6,1103,690
2036,2012,1,2,6,1215,
2037,2015,1,4,1,1118,496
2038,2012,2,8,3,1448,
2039,2007,10,43,7,1360,
2040,2015,1,4,7,1081,406
2041,2010,11,44,4,1359,
2042,2006,2,6,7,612,
2043,2008,4,14,3,1641,
2044,2015,3,10,3,1265,574
2045,2013,1,1,2,1395,381
2046,2011,10,43,3,1517,
2047,2010,1,1,3,1498,
2048,2014,8,31,6,1359,540
2049,2009,6,24,2,1482,
2050,2011,6,23,1,1401,
2051,2009,5,18,7,1130,
2052,2011,6,23,7,1201,
2053,2008,3,13,5,1526,
2054,2008,9,37,1,1548,
2055,2007,12,51,3,1461,
2056,2009,8,32,6,1422,
2057,2007,2,5,5,1462,
2058,2015,12,52,4,1046,603
2059,2008,9,38,6,1422,
2060,2006,3,10,6,1399,
2061,2009,10,43,5,1623,
2062,2012,12,48,7,1189,454
2063,2013,7,29,4,1485,636
2064,2010,12,51,6,677,
2065,2014,4,16,5,1384,496
2066,2006,10,41,4,1722,
2067,2007,6,22,6,1393,
2068,2012,9,39,7,1218,449
2069,2006,10,41,2,1652,
2070,2014,12,49,6,1075,628
2071,2006,12,50,7,1214,
2072,2014,9,40,2,1484,589
2073,2010,1,3,1,1235,
2074,2008,1,1,3,1409,
2075,2007,7,28,5,1590,
2076,2009,10,44,6,1363,
2077,2010,6,26,3,1600,
2078,2006,7,29,3,1714,
2079,2006,8,32,7,1242,
2080,2012,5,21,7,1123,
2081,2010,2,6,5,1306,
2082,2015,10,44,4,1412,767
2083,2007,4,16,6,1380,
2084,2013,10,44,2,1462,600
2085,2007,11,44,7,1327,
2086,2007,4,13,7,1158,
2087,2010,5,21,5,1545,
2088,2013,11,44,7,1199,415
2089,2006,3,13,1,1628,
2090,2006,5,19,7,1204,
2091,2009,2,8,2,1351,
2092,2007,1,3,2,1636,
2093,2015,11,46,7,1126,500
2094,2011,8,33,5,1390,
2095,2015,9,38,1,1326,578
2096,2009,5,19,2,1501,
2097,2009,11,45,6,1362,
2098,2006,1,1,7,1282,
2099,2010,3,12,4,1627,
2100,2015,7,28,3,1484,620
2101,2006,10,42,1,1552,
2102,2013,12,51,3,1347,701
2103,2010,9,38,4,1628,
2104,2006,10,42,7,1302,
2105,2006,7,27,3,1803,
2106,2014,3,13,7,1034,437
2107,2006,4,15,4,1604,
2108,2008,11,45,3,1451,
2109,2014,9,39,7,1315,512
2110,2010,3,9,5,1519,
2111,2006,3,9,3,1535,
2112,2010,3,9,3,1489,
2113,2013,12,1,1,1308,476
2114,2014,8,35,6,1349,510
2115,2006,12,51,4,1510,
2116,2010,9,35,5,1549,
2117,2011,8,35,3,1479,
2118,2006,12,51,2,1519,
2119,2010,9,35,3,1544,
2120,2012,6,22,7,1299,
2121,2012,12,52,7,1031,411
2122,2010,3,10,2,1542,
2123,2012,9,35,7,1236,421
2124,2011,2,6,4,1470,
2125,2012,7,28,2,1587,524
2126,2007,4,17,3,1654,
2127,2010,5,18,6,1352,
2128,2008,1,5,1,1391,
2129,2007,9,38,5,1662,
2130,2008,8,32,5,1504,
2131,2006,4,16,3,1581,
2132,2009,8,33,5,1605,
2133,2013,3,13,4,1366,549
2134,2008,11,47,1,1423,
2135,2015,12,53,3,1265,501
2136,2009,10,40,6,1393,
2137,2014,7,28,4,1597,584
2138,2008,8,35,6,1426,
2139,2013,6,23,1,1372,707
2140,2015,7,29,6,1324,561
2141,2006,11,47,7,1250,
2142,2012,9,36,2,1481,607
2143,2010,12,50,3,1243,
2144,2006,6,22,5,1452,
2145,2006,10,40,1,1631,
2146,2010,8,33,4,1540,
2147,2006,7,28,6,1380,
2148,2006,10,40,7,1290,
2149,2006,7,26,6,1369,
2150,2008,3,11,3,1639,
2151,2010,1,4,6,1150,
2152,2008,11,44,6,1452,
2153,2012,12,50,1,1406,619
2154,2006,11,48,4,1655,
2155,2006,3,12,6,1329,
2156,2014,8,32,1,1478,588
2157,2009,4,15,3,1587,
2158,2008,5,19,1,1471,
2159,2008,4,17,2,1555,
2160,2013,8,31,7,1299,454
2161,2009,2,9,1,1264,
2162,2007,3,10,3,1411,
2163,2015,4,17,5,1359,675
2164,2007,1,2,5,1565,
2165,2015,4,15,7,1110,443
2166,2012,6,23,2,1559,
2167,2009,6,24,4,1516,
2168,2014,4,15,2,1458,606
2169,2010,12,52,3,1083,
2170,2013,6,24,2,1409,635
2171,2013,12,52,6,1294,475
2172,2011,10,40,6,1319,
2173,2006,1,2,2,1733,
2174,2008,3,13,3,1614,
2175,2013,11,46,1,1201,456
2176,2012,3,12,6,1355,
2177,2012,11,47,5,1197,481
2178,2014,10,44,1,1399,642
2179,2014,12,50,5,1276,687
2180,2015,6,23,1,1276,691
2181,2010,7,29,1,1458,
2182,2009,3,12,7,1170,
2183,2009,8,34,6,1373,
2184,2013,6,26,2,1482,648
2185,2006,4,17,6,1332,
2186,2010,10,40,7,1234,
2187,2008,6,23,6,1325,
2188,2006,6,26,1,1655,
2189,2008,2,5,6,1403,
2190,2011,1,1,4,1492,
2191,2015,9,40,1,1376,586
2192,2012,3,13,2,1349,
2193,2007,5,21,3,1717,
2194,2014,10,43,3,1337,708
2195,2015,7,30,2,1537,606
2196,2008,1,5,2,1485,
2197,2006,4,14,4,1590,
2198,2008,8,32,6,1433,
2199,2012,7,29,2,1504,648
2200,2006,12,50,4,1542,
2201,2009,6,26,5,1505,
2202,2013,10,42,7,1241,490
2203,2006,2,8,2,1504,
2204,2009,11,46,2,1626,
2205,2008,11,47,2,1494,
2206,2013,3,12,4,1307,507
2207,2006,1,4,7,1197,
2208,2007,4,18,1,1618,
2209,2015,10,40,7,1229,536
2210,2006,6,26,2,1640,
2211,2015,11,47,7,1173,431
2212,2014,7,28,7,1300,439
2213,2013,1,3,7,1115,393
2214,2008,8,35,5,1543,
2215,2013,12,50,5,1336,695
2216,2015,7,29,5,1404,659
2217,2006,11,47,4,802,
2218,2011,7,29,7,1275,
2219,2012,2,8,4,1346,
2220,2007,10,43,4,1633,
2221,2015,1,4,4,1383,508
2222,2008,3,11,4,1560,
2223,2010,1,4,5,1320,
2224,2010,7,26,5,1423,
2225,2011,12,52,3,1372,
2226,2013,5,18,6,1256,580
2227,2015,9,39,1,1438,624
2228,2008,4,17,5,1406,
2229,2009,2,9,2,1481,
2230,2008,1,3,2,1603,
2231,2015,4,17,6,1241,591
2232,2014,8,31,5,1482,667
2233,2015,4,15,4,1284,452
2234,2011,12,51,6,981,
2235,2013,12,52,3,805,257
2236,2007,4,16,5,1576,
2237,2011,10,41,2,1550,
2238,2011,10,40,5,1445,
2239,2008,2,6,2,1507,
2240,2006,8,33,7,1358,
2241,2012,11,47,6,1205,458
2242,2015,7,31,1,1485,626
2243,2014,10,44,2,1574,571
2244,2010,5,17,6,1319,
2245,2014,12,50,6,1205,594
2246,2007,7,28,6,1378,
2247,2015,6,23,2,1305,642
2248,2010,7,29,2,1619,
2249,2006,2,9,1,1347,
2250,2006,4,17,5,1645,
2251,2009,10,44,5,1519,
2252,2011,12,50,5,1481,
2253,2011,2,5,2,1222,
2254,2008,2,5,5,1340,
2255,2009,10,43,6,1262,
2256,2015,9,40,2,1415,557
2257,2007,6,22,5,1580,
2258,2013,12,49,2,1461,553
2259,2010,12,51,3,1416,
2260,2008,3,10,5,1467,
2261,2011,4,16,7,1050,
2262,2008,2,8,4,1450,
2263,2011,5,18,4,1492,
2264,2009,6,26,1,1627,
2265,2006,7,29,4,1703,
2266,2007,10,42,7,1450,
2267,2011,4,15,2,1381,
2268,2012,12,51,1,1304,649
2269,2006,2,7,7,1065,
2270,2011,2,7,6,1304,
2271,2012,5,21,4,1440,
2272,2012,6,25,7,1350,
2273,2006,2,7,3,1550,
2274,2010,6,24,6,1429,
2275,2006,5,19,4,1648,
2276,2009,2,8,1,1164,
2277,2007,3,11,3,1680,
2278,2015,11,46,4,1392,637
2279,2006,7,30,5,1598,
2280,2015,9,38,2,1432,579
2281,2013,7,28,4,1559,550
2282,2009,5,19,7,1146,
2283,2006,12,49,1,1461,
2284,2008,3,12,3,1399,
2285,2013,11,47,1,1507,611
2286,2008,5,20,3,1668,
2287,2011,4,17,4,1428,
2288,2009,10,41,4,1615,
2289,2015,7,28,4,1473,567
2290,2006,3,11,6,1305,
2291,2009,4,14,5,1438,
2292,2007,5,19,5,1516,
2293,2010,8,33,3,1550,
2294,2011,8,34,3,1566,
2295,2012,9,37,2,1456,521
2296,2006,10,39,7,1317,
2297,2014,3,13,4,1344,538
2298,2008,12,51,3,1454,
2299,2011,7,28,4,1633,
2300,2014,9,39,4,1310,490
2301,2009,10,42,1,1242,
2302,2010,2,6,6,1258,
2303,2006,9,37,4,1553,
2304,2012,10,40,6,1530,500
2305,2014,8,35,3,1490,538
2306,2008,1,2,5,1572,
2307,2008,4,16,2,1564,
2308,2013,3,9,7,1086,502
2309,2011,4,14,5,1492,
2310,2012,12,52,4,1200,525
2311,2007,1,1,5,1687,
2312,2009,6,25,6,1353,
2313,2008,5,19,6,1360,
2314,2014,7,27,2,1529,616
2315,2014,4,14,2,1435,549
2316,2013,6,25,2,1420,613
2317,2012,5,20,7,1321,
2318,2012,2,5,3,1596,
2319,2006,1,3,2,1480,
2320,2015,1,1,7,878,380
2321,2015,8,35,4,1407,614
2322,2010,5,19,4,1550,
2323,2009,8,33,2,1574,
2324,2015,7,30,6,1427,451
2325,2010,5,18,5,1615,
2326,2006,5,18,7,1290,
2327,2007,9,38,6,1483,
2328,2008,8,32,2,1631,
2329,2012,7,29,6,1350,528
2330,2006,4,16,4,1583,
2331,2009,6,27,2,1499,
2332,2009,3,11,1,1415,
2333,2009,8,33,6,1476,
2334,2011,8,33,6,1360,
2335,2009,10,40,5,1539,
2336,2006,6,25,3,1841,
2337,2006,8,33,3,1733,
2338,2013,6,23,2,1557,613
2339,2007,6,23,2,1829,
2340,2012,9,36,1,1326,373
2341,2013,1,2,4,1503,555
2342,2010,8,33,7,1195,
2343,2014,11,48,1,1355,722
2344,2006,10,40,4,1599,
2345,2014,3,12,7,1149,427
2346,2010,11,44,3,1558,
2347,2012,12,50,2,1501,578
2348,2014,9,38,7,1291,515
2349,2010,12,49,5,1353,
2350,2010,5,20,3,1503,
2351,2008,4,14,4,1522,
2352,2006,3,12,5,1507,
2353,2014,8,32,2,1476,606
2354,2011,1,3,1,1110,
2355,2009,7,31,3,1507,
2356,2008,4,17,1,1403,
2357,2012,6,24,4,1496,
2358,2014,6,25,5,1513,765
2359,2011,2,8,3,1318,
2360,2007,1,2,6,1390,
2361,2015,9,37,7,1191,478
2362,2012,6,23,7,1272,
2363,2008,8,31,7,1392,
2364,2008,2,7,1,1199,
2365,2014,4,15,1,1166,533
2366,2010,12,52,4,1123,
2367,2008,5,18,5,1526,
2368,2013,6,24,1,1219,624
2369,2012,10,43,3,1463,494
2370,2006,1,2,1,1550,
2371,2008,2,6,6,1387,
2372,2013,11,46,2,1296,647
2373,2015,4,18,3,1419,679
2374,2006,4,15,7,1116,
2375,2006,3,9,4,1333,
2376,2009,3,12,4,1488,
2377,2008,12,50,4,1362,
2378,2010,10,40,4,1601,
2379,2012,7,28,5,1536,603
2380,2006,10,43,1,1601,
2381,2011,12,50,1,1338,
2382,2008,6,23,3,1631,
2383,2010,3,12,3,1555,
2384,2009,10,43,2,1484,
2385,2010,2,5,3,1423,
2386,2006,3,10,1,1535,
2387,2012,3,11,2,1552,
2388,2011,4,16,3,1478,
2389,2006,11,46,7,1216,
2390,2010,2,8,2,1256,
2391,2007,10,42,3,1688,
2392,2014,6,25,1,1462,622
2393,2014,2,7,5,1057,791
2394,2009,4,15,4,1482,
2395,2010,3,11,2,1523,
2396,2014,5,20,3,1534,636
2397,2010,3,11,6,1395,
2398,2008,4,15,5,1601,
2399,2010,7,30,3,1517,
2400,2014,8,33,5,1441,522
2401,2011,1,4,4,864,
2402,2013,5,19,1,1325,561
2403,2014,6,26,6,1339,610
2404,2009,12,52,3,1249,
2405,2010,6,24,2,1516,
2406,2015,2,8,3,1232,626
2407,2010,8,31,3,1455,
2408,2007,9,37,3,1760,
2409,2007,12,49,6,1383,
2410,2015,4,14,7,892,422
2411,2013,10,43,4,1402,632
2412,2012,7,30,1,1406,505
2413,2015,5,18,6,1181,540
2414,2015,10,41,4,1429,666
2415,2008,9,36,5,1622,
2416,2013,7,27,1,1346,633
2417,2009,1,1,7,1101,
2418,2006,8,31,5,1567,
2419,2014,12,51,5,1267,652
2420,2010,9,38,3,1517,
2421,2009,3,13,7,1156,
2422,2008,7,27,4,1490,
2423,2010,10,41,7,1307,
2424,2007,2,5,6,1226,
2425,2009,10,42,5,1388,
2426,2010,7,27,2,1501,
2427,2012,12,49,7,1203,544
2428,2012,9,38,7,1305,480
2429,2009,6,24,1,1513,
2430,2006,3,13,2,1563,
2431,2007,5,22,2,1903,
2432,2006,10,42,2,1439,
2433,2011,2,5,6,1264,
2434,2008,4,16,6,1310,
2435,2013,5,21,7,1132,455
2436,2014,6,24,2,1451,569
2437,2011,5,19,7,1138,
2438,2012,1,4,5,1493,
2439,2008,2,9,3,1520,
2440,2007,1,1,1,1377,
2441,2006,6,22,6,1289,
2442,2014,7,27,6,1449,505
2443,2006,12,51,7,981,
2444,2008,12,1,3,1038,
2445,2010,3,10,5,1345,
2446,2011,12,49,6,1340,
2447,2012,4,13,7,1093,
2448,2012,5,20,3,1612,
2449,2012,2,5,7,1034,
2450,2010,6,25,1,1508,
2451,2013,11,45,7,1242,474
2452,2011,10,41,6,1147,
2453,2009,8,35,4,1674,
2454,2012,3,13,6,1225,
2455,2006,5,18,3,1607,
2456,2015,8,31,6,1341,668
2457,2012,1,1,2,1318,
2458,2013,6,26,7,1311,423
2459,2011,12,51,2,1476,
2460,2010,1,2,5,1661,
2461,2006,2,8,6,1230,
2462,2007,2,7,4,1188,
2463,2013,6,23,6,1197,571
2464,2008,5,20,7,1313,
2465,2006,3,11,2,1601,
2466,2014,7,28,3,1560,569
2467,2009,4,17,4,1508,
2468,2012,3,10,5,1475,
2469,2012,1,2,3,1468,
2470,2015,2,7,6,1109,436
2471,2011,7,29,3,1562,
2472,2014,3,12,3,1362,525
2473,2012,8,32,4,1608,581
2474,2015,8,36,1,1378,614
2475,2008,9,37,2,1464,
2476,2010,11,44,7,1181,
2477,2010,1,4,1,1241,
2478,2012,3,12,5,1532,
2479,2006,2,6,4,1495,
2480,2012,7,26,7,1283,538
2481,2011,1,2,2,1376,
2482,2011,6,26,3,1526,
2483,2006,9,36,7,1299,
2484,2006,11,48,3,1520,
2485,2014,2,6,2,1300,613
2486,2009,9,40,2,1463,
2487,2011,10,43,4,1303,
2488,2008,1,3,6,1401,
2489,2010,9,35,6,1444,
2490,2009,3,9,7,1143,
2491,2014,4,15,5,1469,609
2492,2011,6,23,2,1623,
2493,2014,4,16,6,1267,526
2494,2008,8,33,1,1501,
2495,2011,10,40,1,1292,
2496,2009,8,34,5,1467,
2497,2012,3,12,1,1421,
2498,2015,8,34,7,1307,492
2499,2008,8,33,5,1559,
2500,2015,7,31,5,1418,753
2501,2011,5,19,3,1602,
2502,2008,1,4,5,1458,
2503,2014,12,50,2,1069,645
2504,2012,7,28,1,1479,533
2505,2007,2,6,5,1406,
2506,2007,5,18,4,1618,
2507,2015,12,52,1,1370,611
2508,2008,11,46,5,1533,
2509,2008,9,38,3,1651,
2510,2014,9,38,3,1565,658
2511,2006,3,10,5,1587,
2512,2013,7,29,7,1352,447
2513,2009,8,32,5,1590,
2514,2006,10,41,7,1284,
2515,2012,9,39,4,1469,619
2516,2013,12,49,6,1316,567
2517,2010,2,8,6,1178,
2518,2014,12,49,5,1194,671
2519,2009,8,32,1,1478,
2520,2010,1,3,2,1568,
2521,2008,1,1,4,1336,
2522,2011,4,15,6,1133,
2523,2015,3,11,3,1329,565
2524,2013,3,13,7,964,426
2525,2013,5,19,5,1530,698
2526,2006,8,32,4,1679,
2527,2012,6,25,3,1500,
2528,2011,10,42,5,1541,
2529,2011,3,9,7,1005,
2530,2007,11,44,4,1700,
2531,2008,1,2,1,1564,
2532,2007,1,3,1,1372,
2533,2014,12,52,2,1140,732
2534,2006,7,30,1,1642,
2535,2010,7,27,6,1403,
2536,2011,3,9,3,1517,
2537,2009,11,47,5,1637,
2538,2009,11,45,3,1497,
2539,2008,5,19,2,1676,
2540,2006,1,1,4,1666,
2541,2008,2,7,5,1593,
2542,2010,3,12,7,1140,
2543,2009,3,10,2,1203,
2544,2012,8,33,7,1286,467
2545,2007,12,50,3,1590,
2546,2009,4,16,7,1128,
2547,2014,12,51,1,1234,720
2548,2008,8,34,4,1592,
2549,2013,12,51,4,1394,607
2550,2010,9,38,7,1344,
2551,2010,7,28,5,1546,
2552,2008,12,51,7,1062,
2553,2013,5,21,3,1587,570
2554,2010,3,9,6,1398,
2555,2007,11,45,7,1305,
2556,2013,10,44,1,1363,620
2557,2009,5,22,4,1447,
2558,2014,6,24,6,1393,612
2559,2008,3,9,6,1263,
2560,2007,11,45,3,1581,
2561,2015,7,27,3,1464,683
2562,2015,6,24,3,1499,667
2563,2006,7,28,5,1585,
2564,2011,4,14,1,1349,
2565,2010,3,10,1,1390,
2566,2015,9,36,4,1444,665
2567,2011,2,6,1,1347,
2568,2010,4,13,7,1050,
2569,2010,6,25,5,1562,
2570,2014,4,14,6,1342,580
2571,2011,1,1,7,1048,
2572,2014,6,27,1,1393,609
2573,2014,10,43,7,1340,515
2574,2007,4,17,4,1662,
2575,2014,9,37,5,1470,730
2576,2009,1,2,3,1400,
2577,2013,9,37,4,1473,695
2578,2009,1,5,6,1243,
2579,2008,6,26,5,1556,
2580,2013,4,15,7,1176,472
2581,2011,12,51,7,675,
2582,2008,12,50,1,1322,
2583,2015,6,26,4,1534,670
2584,2014,11,45,3,1489,554
2585,2011,7,30,5,1415,
2586,2007,9,39,4,1764,
2587,2014,7,29,1,1397,561
2588,2014,4,14,7,1131,484
2589,2010,10,39,6,1508,
2590,2010,4,14,1,1343,
2591,2008,8,31,6,1445,
2592,2014,7,30,4,1526,539
2593,2013,2,7,5,1475,604
2594,2014,10,40,7,1272,505
2595,2008,7,31,3,1699,
2596,2013,5,21,2,1555,697
2597,2008,8,32,3,1581,
2598,2011,9,38,5,1364,
2599,2009,6,26,4,1559,
2600,2015,5,20,1,1448,645
2601,2011,12,50,4,1573,
2602,2010,4,15,4,1486,
2603,2009,5,20,7,1151,
2604,2007,2,8,2,1572,
2605,2007,8,33,3,1717,
2606,2014,6,23,4,1410,569
2607,2007,10,43,1,1637,
2608,2011,9,39,4,1385,
2609,2007,4,17,5,1479,
2610,2006,6,23,4,1516,
2611,2011,9,38,3,1574,
2612,2012,8,34,7,1323,471
2613,2010,5,19,5,1593,
2614,2006,8,33,6,1401,
2615,2014,12,50,3,1251,649
2616,2015,11,44,7,1375,312
2617,2010,9,36,4,1612,
