,lat,long,zipcode
2070,-73.92628034139898,40.87752718832025,10034
2071,-73.92635781180044,40.877161914458846,10034
2072,-73.92589415239756,40.877040520082815,10034
2073,-73.92487225896787,40.877455381290964,10034
2074,-73.92380491986391,40.87721734721977,10034
2075,-73.92301212607488,40.87721959727549,10034
2076,-73.92240581506144,40.876730212881775,10034
2077,-73.92238988945184,40.875766598254174,10034
2078,-73.92266538608786,40.875199460481575,10034
2079,-73.92255872392862,40.874292899131746,10034
2080,-73.92214233437066,40.87368500014021,10034
2081,-73.92167573929648,40.873323454425325,10034
2082,-73.92129125810403,40.87331317850017,10034
2083,-73.92115396355324,40.87306736132022,10034
2084,-73.92062094847111,40.873001790648004,10034
2085,-73.93213126627553,40.869450652750444,10033
2086,-73.93127671033326,40.86884361367126,10033
2087,-73.93453048454519,40.86319804411761,10033
2088,-73.93378898818895,40.863071872995604,10033
2089,-73.93484111974497,40.861457552123454,10033
2090,-73.93513047573161,40.86037783291586,10033
2091,-73.93533889486473,40.85997844017621,10033
2092,-73.93567259775875,40.85962974162257,10033
2093,-73.93655167726502,40.85909503631643,10033
2094,-73.937688907185,40.85765175547473,10033
2095,-73.93657612012709,40.85735053108442,10033
2096,-73.93795332222744,40.855569573191495,10033
2097,-73.93778769142585,40.85537404141855,10033
2098,-73.93355655605933,40.85414224518565,10033
2099,-73.92815115747896,40.851863350802304,10033
2100,-73.92769565158058,40.852487812004014,10033
2101,-73.92714119786882,40.852245938708556,10033
2102,-73.92700410528515,40.85199919207166,10033
2103,-73.92711674543384,40.85129987207363,10033
2104,-73.92765784072616,40.85043776118691,10033
2105,-73.92887662242559,40.84939404108911,10033
2106,-73.92972702545423,40.848177924419836,10033
2107,-73.93062108080143,40.84848099946699,10033
2108,-73.9308842989222,40.848118956988955,10033
2109,-73.92848076688256,40.84698296784975,10033
2110,-73.92982993605106,40.845045046703326,10033
2111,-73.93149099341204,40.845738235003054,10033
2112,-73.93144978593477,40.84538210079974,10033
2113,-73.93156654735056,40.8452401957508,10033
2114,-73.93240550181383,40.844838179179284,10033
2115,-73.93294766814695,40.84420971481019,10033
2116,-73.93328518693878,40.84411381171962,10033
2117,-73.93371553818378,40.84424639804946,10033
2118,-73.93467106288998,40.84295727251731,10033
2119,-73.94260999216223,40.84623030132907,10033
2120,-73.9420539434263,40.84831675486505,10033
2121,-73.9413764439321,40.84886059703847,10033
2122,-73.9415250644368,40.84928192353945,10033
2123,-73.94261461299337,40.84963960129212,10033
2124,-73.9425813459346,40.84973530162672,10033
2125,-73.94688156239715,40.8505756143882,10033
2126,-73.94652226898951,40.85097125952732,10033
2127,-73.94625670323292,40.8509383257984,10033
2128,-73.9461309196999,40.85117950795217,10033
2129,-73.94563524825244,40.85125275374769,10033
2130,-73.94465859315926,40.851939419386305,10033
2131,-73.94433312245029,40.851847017338486,10033
2132,-73.94346457759225,40.85230711173937,10033
2133,-73.94201510404143,40.85370952809815,10033
2134,-73.94028078276583,40.8566499011432,10033
2135,-73.93836114276391,40.85931066891446,10033
2136,-73.93757708419854,40.860234765519,10033
2137,-73.93653401311734,40.861838425108346,10033
2138,-73.93406287907484,40.864986425036584,10033
2139,-73.93245148791947,40.867524411011495,10033
2140,-73.93209614681545,40.86848635612702,10033
2141,-73.9322806376585,40.86853411212009,10033
2142,-73.93231397584677,40.86892258821232,10033
2143,-73.93256485663345,40.86901675604818,10033
2144,-73.93213126627553,40.869450652750444,10033
2145,-73.83915346515786,40.835675065342244,10462
